mts,ts_utc,open,close,high,low,volume,candle_key,raw
1789778280000,2026-09-19T00:38:00+00:00,0.000273,0.000273,0.000273,0.00026468,11756.39,trade:1m:fUSD:a30:p2:p30,"[1789778280000, 0.000273, 0.000273, 0.000273, 0.00026468, 11756.39]"
1789778340000,2026-09-19T00:39:00+00:00,0.000273,0.000273,0.000273,0.000273,1238.6115559,trade:1m:fUSD:a30:p2:p30,"[1789778340000, 0.000273, 0.000273, 0.000273, 0.000273, 1238.6115559]"
1789778400000,2026-09-19T00:40:00+00:00,0.00027706,0.00027706,0.00027706,0.00027706,2248,trade:1m:fUSD:a30:p2:p30,"[1789778400000, 0.00027706, 0.00027706, 0.00027706, 0.00027706, 2248]"
1789778460000,2026-09-19T00:41:00+00:00,0.00027715,0.00027299,0.00028476,0.00027299,68370.64601894001,trade:1m:fUSD:a30:p2:p30,"[1789778460000, 0.00027715, 0.00027299, 0.00028476, 0.00027299, 68370.64601894001]"
1789778520000,2026-09-19T00:42:00+00:00,0.00027,0.000284,0.000284,0.00027,16087.18678515,trade:1m:fUSD:a30:p2:p30,"[1789778520000, 0.00027, 0.000284, 0.000284, 0.00027, 16087.18678515]"
1789778580000,2026-09-19T00:43:00+00:00,0.000287,0.00029346,0.00029346,0.000287,15527.5838307,trade:1m:fUSD:a30:p2:p30,"[1789778580000, 0.000287, 0.00029346, 0.00029346, 0.000287, 15527.5838307]"
1789778640000,2026-09-19T00:44:00+00:00,0.00029385,0.00029807,0.00029807,0.00029385,3365.27799927,trade:1m:fUSD:a30:p2:p30,"[1789778640000, 0.00029385, 0.00029807, 0.00029807, 0.00029385, 3365.27799927]"
1789778700000,2026-09-19T00:45:00+00:00,0.00024625,0.00029,0.00029,0.00024625,1623.8179495099998,trade:1m:fUSD:a30:p2:p30,"[1789778700000, 0.00024625, 0.00029, 0.00029, 0.00024625, 1623.8179495099998]"
1789778760000,2026-09-19T00:46:00+00:00,0.00029,0.00028908,0.00029849,0.00028255,23235.7587809,trade:1m:fUSD:a30:p2:p30,"[1789778760000, 0.00029, 0.00028908, 0.00029849, 0.00028255, 23235.7587809]"
1789778820000,2026-09-19T00:47:00+00:00,0.00029794,0.00029794,0.00029794,0.00029794,636.55635407,trade:1m:fUSD:a30:p2:p30,"[1789778820000, 0.00029794, 0.00029794, 0.00029794, 0.00029794, 636.55635407]"
1789778880000,2026-09-19T00:48:00+00:00,0.00029698,0.00029242,0.00029858,0.00025302,3071.82658632,trade:1m:fUSD:a30:p2:p30,"[1789778880000, 0.00029698, 0.00029242, 0.00029858, 0.00025302, 3071.82658632]"
1789778940000,2026-09-19T00:49:00+00:00,0.00029794,0.00027077,0.00029999,0.00027077,32441.231210179998,trade:1m:fUSD:a30:p2:p30,"[1789778940000, 0.00029794, 0.00027077, 0.00029999, 0.00027077, 32441.231210179998]"
1789779000000,2026-09-19T00:50:00+00:00,0.00027809,0.00029794,0.00029794,0.00027715,1462546.77256522,trade:1m:fUSD:a30:p2:p30,"[1789779000000, 0.00027809, 0.00029794, 0.00029794, 0.00027715, 1462546.77256522]"
1789779060000,2026-09-19T00:51:00+00:00,0.00029794,0.00020781,0.00029794,0.00020781,11306.03851582,trade:1m:fUSD:a30:p2:p30,"[1789779060000, 0.00029794, 0.00020781, 0.00029794, 0.00020781, 11306.03851582]"
1789779120000,2026-09-19T00:52:00+00:00,0.00020781,0.000274,0.00029794,0.00020781,42652.96541468,trade:1m:fUSD:a30:p2:p30,"[1789779120000, 0.00020781, 0.000274, 0.00029794, 0.00020781, 42652.96541468]"
1789779180000,2026-09-19T00:53:00+00:00,0.000274,0.00028,0.00028,0.00026825,183907.63853592,trade:1m:fUSD:a30:p2:p30,"[1789779180000, 0.000274, 0.00028, 0.00028, 0.00026825, 183907.63853592]"
1789779240000,2026-09-19T00:54:00+00:00,0.00015,0.00015,0.00015,0.00015,299.74,trade:1m:fUSD:a30:p2:p30,"[1789779240000, 0.00015, 0.00015, 0.00015, 0.00015, 299.74]"
1789779420000,2026-09-19T00:57:00+00:00,0.00027077,0.00027809,0.00027809,0.00027077,16945.55214303,trade:1m:fUSD:a30:p2:p30,"[1789779420000, 0.00027077, 0.00027809, 0.00027809, 0.00027077, 16945.55214303]"
1789779480000,2026-09-19T00:58:00+00:00,0.000272,0.00027983,0.00027983,0.000272,15190.71202968,trade:1m:fUSD:a30:p2:p30,"[1789779480000, 0.000272, 0.00027983, 0.00027983, 0.000272, 15190.71202968]"
1789779540000,2026-09-19T00:59:00+00:00,0.00027983,0.00028,0.00028,0.00027703,168823.94466421998,trade:1m:fUSD:a30:p2:p30,"[1789779540000, 0.00027983, 0.00028, 0.00028, 0.00027703, 168823.94466421998]"
1789779660000,2026-09-19T01:01:00+00:00,0.00025315,0.000277,0.000277,0.00025315,9796.6279286,trade:1m:fUSD:a30:p2:p30,"[1789779660000, 0.00025315, 0.000277, 0.000277, 0.00025315, 9796.6279286]"
1789779720000,2026-09-19T01:02:00+00:00,0.00027716,0.00027999,0.00027999,0.00027077,6377.67014843,trade:1m:fUSD:a30:p2:p30,"[1789779720000, 0.00027716, 0.00027999, 0.00027999, 0.00027077, 6377.67014843]"
1789779780000,2026-09-19T01:03:00+00:00,0.00027999,0.00028,0.00028,0.00027999,231005.32992568,trade:1m:fUSD:a30:p2:p30,"[1789779780000, 0.00027999, 0.00028, 0.00028, 0.00027999, 231005.32992568]"
1789779900000,2026-09-19T01:05:00+00:00,0.00025309,0.00025315,0.00027339,0.00025309,4903.49545032,trade:1m:fUSD:a30:p2:p30,"[1789779900000, 0.00025309, 0.00025315, 0.00027339, 0.00025309, 4903.49545032]"
1789779960000,2026-09-19T01:06:00+00:00,0.000276,0.00028,0.00028,0.00027341,4645.25133691,trade:1m:fUSD:a30:p2:p30,"[1789779960000, 0.000276, 0.00028, 0.00028, 0.00027341, 4645.25133691]"
1789780020000,2026-09-19T01:07:00+00:00,0.00027077,0.00028,0.00028,0.00027077,90201.27690694,trade:1m:fUSD:a30:p2:p30,"[1789780020000, 0.00027077, 0.00028, 0.00028, 0.00027077, 90201.27690694]"
