mts,ts_utc,open,close,high,low,volume,candle_key,raw
1787881200000,2026-08-28T01:40:00+00:00,0.000204,0.00022544,0.00022544,0.00014622,13957.62621142,trade:1m:fUSD:a30:p2:p30,"[1787881200000, 0.000204, 0.00022544, 0.00022544, 0.00014622, 13957.62621142]"
1787881260000,2026-08-28T01:41:00+00:00,0.00022544,0.00023013,0.00023013,0.0002088,43453.41692347,trade:1m:fUSD:a30:p2:p30,"[1787881260000, 0.00022544, 0.00023013, 0.00023013, 0.0002088, 43453.41692347]"
1787881320000,2026-08-28T01:42:00+00:00,0.00023014,0.0002399,0.0002399,0.00022544,41680.14239731,trade:1m:fUSD:a30:p2:p30,"[1787881320000, 0.00023014, 0.0002399, 0.0002399, 0.00022544, 41680.14239731]"
1787881380000,2026-08-28T01:43:00+00:00,0.00024,0.00024155,0.00024155,0.00023862,14707.64163982,trade:1m:fUSD:a30:p2:p30,"[1787881380000, 0.00024, 0.00024155, 0.00024155, 0.00023862, 14707.64163982]"
1787881440000,2026-08-28T01:44:00+00:00,0.00014622,0.00015,0.00023335,0.00014622,21108.20134992,trade:1m:fUSD:a30:p2:p30,"[1787881440000, 0.00014622, 0.00015, 0.00023335, 0.00014622, 21108.20134992]"
1787881500000,2026-08-28T01:45:00+00:00,0.0002076,0.00024197,0.00024197,0.00015,56164.83276451,trade:1m:fUSD:a30:p2:p30,"[1787881500000, 0.0002076, 0.00024197, 0.00024197, 0.00015, 56164.83276451]"
1787881560000,2026-08-28T01:46:00+00:00,0.00023012,0.00024335,0.00024335,0.00023012,155317.77042045,trade:1m:fUSD:a30:p2:p30,"[1787881560000, 0.00023012, 0.00024335, 0.00024335, 0.00023012, 155317.77042045]"
1787881620000,2026-08-28T01:47:00+00:00,0.000218,0.00024438,0.00024438,0.000204,212026.68573745,trade:1m:fUSD:a30:p2:p30,"[1787881620000, 0.000218, 0.00024438, 0.00024438, 0.000204, 212026.68573745]"
1787881680000,2026-08-28T01:48:00+00:00,0.00024438,0.00024557,0.00024557,0.00020821,6217.69914387,trade:1m:fUSD:a30:p2:p30,"[1787881680000, 0.00024438, 0.00024557, 0.00024557, 0.00020821, 6217.69914387]"
1787881800000,2026-08-28T01:50:00+00:00,0.00022544,0.000206,0.000256,0.000204,1017120.33654136,trade:1m:fUSD:a30:p2:p30,"[1787881800000, 0.00022544, 0.000206, 0.000256, 0.000204, 1017120.33654136]"
1787881920000,2026-08-28T01:52:00+00:00,0.000205,0.00023012,0.00023012,0.000205,14817.67735019,trade:1m:fUSD:a30:p2:p30,"[1787881920000, 0.000205, 0.00023012, 0.00023012, 0.000205, 14817.67735019]"
1787881980000,2026-08-28T01:53:00+00:00,0.00023835,0.00024657,0.00024657,0.00023012,33682.26776212,trade:1m:fUSD:a30:p2:p30,"[1787881980000, 0.00023835, 0.00024657, 0.00024657, 0.00023012, 33682.26776212]"
1787882040000,2026-08-28T01:54:00+00:00,0.00022544,0.0002,0.00024656,0.0002,4767.84433533,trade:1m:fUSD:a30:p2:p30,"[1787882040000, 0.00022544, 0.0002, 0.00024656, 0.0002, 4767.84433533]"
