mts,ts_utc,open,close,high,low,volume,candle_key,raw
1785804000000,2026-08-04T00:40:00+00:00,0.00014799,0.00014799,0.00014799,0.00014799,12613.62557908,trade:1m:fUSD:a30:p2:p30,"[1785804000000, 0.00014799, 0.00014799, 0.00014799, 0.00014799, 12613.62557908]"
1785804060000,2026-08-04T00:41:00+00:00,0.00014787,0.00014787,0.00014787,0.00014787,150,trade:1m:fUSD:a30:p2:p30,"[1785804060000, 0.00014787, 0.00014787, 0.00014787, 0.00014787, 150]"
1785804240000,2026-08-04T00:44:00+00:00,0.00014799,0.00014799,0.00014799,0.00014799,1033.34754974,trade:1m:fUSD:a30:p2:p30,"[1785804240000, 0.00014799, 0.00014799, 0.00014799, 0.00014799, 1033.34754974]"
1785804300000,2026-08-04T00:45:00+00:00,0.00014725,0.00014725,0.00014725,0.00014725,1117.370887,trade:1m:fUSD:a30:p2:p30,"[1785804300000, 0.00014725, 0.00014725, 0.00014725, 0.00014725, 1117.370887]"
1785804420000,2026-08-04T00:47:00+00:00,0.00014263,0.00014263,0.00014263,0.00014263,173.23,trade:1m:fUSD:a30:p2:p30,"[1785804420000, 0.00014263, 0.00014263, 0.00014263, 0.00014263, 173.23]"
1785804480000,2026-08-04T00:48:00+00:00,0.00014263,0.00014233,0.00014263,0.00014233,616.72,trade:1m:fUSD:a30:p2:p30,"[1785804480000, 0.00014263, 0.00014233, 0.00014263, 0.00014233, 616.72]"
1785804540000,2026-08-04T00:49:00+00:00,0.00014351,0.00014665,0.00014665,0.00014351,720.9,trade:1m:fUSD:a30:p2:p30,"[1785804540000, 0.00014351, 0.00014665, 0.00014665, 0.00014351, 720.9]"
1785804600000,2026-08-04T00:50:00+00:00,0.000148,0.00017728,0.00017728,0.000148,492875.40408077,trade:1m:fUSD:a30:p2:p30,"[1785804600000, 0.000148, 0.00017728, 0.00017728, 0.000148, 492875.40408077]"
1785804660000,2026-08-04T00:51:00+00:00,0.00014799,0.00014799,0.00014799,0.00014799,154.00611068,trade:1m:fUSD:a30:p2:p30,"[1785804660000, 0.00014799, 0.00014799, 0.00014799, 0.00014799, 154.00611068]"
1785804900000,2026-08-04T00:55:00+00:00,0.000144,0.000142,0.000144,0.000142,794.72775186,trade:1m:fUSD:a30:p2:p30,"[1785804900000, 0.000144, 0.000142, 0.000144, 0.000142, 794.72775186]"
1785805020000,2026-08-04T00:57:00+00:00,0.00014399,0.00014399,0.00014399,0.00014399,340.48,trade:1m:fUSD:a30:p2:p30,"[1785805020000, 0.00014399, 0.00014399, 0.00014399, 0.00014399, 340.48]"
1785805200000,2026-08-04T01:00:00+00:00,0.00014398,0.00014959,0.00014959,0.00014398,491.47,trade:1m:fUSD:a30:p2:p30,"[1785805200000, 0.00014398, 0.00014959, 0.00014959, 0.00014398, 491.47]"
1785805320000,2026-08-04T01:02:00+00:00,0.00014735,0.00014735,0.00014735,0.00014735,200,trade:1m:fUSD:a30:p2:p30,"[1785805320000, 0.00014735, 0.00014735, 0.00014735, 0.00014735, 200]"
1785805500000,2026-08-04T01:05:00+00:00,0.00014689,0.00014689,0.00014689,0.00014689,201.77,trade:1m:fUSD:a30:p2:p30,"[1785805500000, 0.00014689, 0.00014689, 0.00014689, 0.00014689, 201.77]"
1785805560000,2026-08-04T01:06:00+00:00,0.00014645,0.00014645,0.00014645,0.00014645,412.8,trade:1m:fUSD:a30:p2:p30,"[1785805560000, 0.00014645, 0.00014645, 0.00014645, 0.00014645, 412.8]"
1785805620000,2026-08-04T01:07:00+00:00,0.00014602,0.00014602,0.00014602,0.00014602,362.84000000000003,trade:1m:fUSD:a30:p2:p30,"[1785805620000, 0.00014602, 0.00014602, 0.00014602, 0.00014602, 362.84000000000003]"
1785805680000,2026-08-04T01:08:00+00:00,0.00014685,0.00014294,0.00014685,0.00014294,3208.09,trade:1m:fUSD:a30:p2:p30,"[1785805680000, 0.00014685, 0.00014294, 0.00014685, 0.00014294, 3208.09]"
1785816300000,2026-08-04T04:05:00+00:00,0.000148,0.000148,0.000148,0.000148,645,trade:1m:fUSD:a30:p2:p30,"[1785816300000, 0.000148, 0.000148, 0.000148, 0.000148, 645]"
1785816600000,2026-08-04T04:10:00+00:00,0.00015409,0.00022908,0.00022908,0.00015409,635388.91721366,trade:1m:fUSD:a30:p2:p30,"[1785816600000, 0.00015409, 0.00022908, 0.00022908, 0.00015409, 635388.91721366]"
1785825600000,2026-08-04T06:40:00+00:00,0.00015002,0.00016146,0.00016146,0.00015002,6375.89725528,trade:1m:fUSD:a30:p2:p30,"[1785825600000, 0.00015002, 0.00016146, 0.00016146, 0.00015002, 6375.89725528]"
