mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1787360700000,2026-08-22T01:05:00+00:00,8.6e-07,87.07,5993528898.270006,5938116664.769291,757595927.5600654,"[1787360700000, null, null, 8.6e-07, 87.07, null, null, 5993528898.270006, 5938116664.769291, null, null, 757595927.5600654]"
1787364300000,2026-08-22T02:05:00+00:00,8.6e-07,87.15,5992531884.282036,5937083323.669628,758282545.9494185,"[1787364300000, null, null, 8.6e-07, 87.15, null, null, 5992531884.282036, 5937083323.669628, null, null, 758282545.9494185]"
1787367900000,2026-08-22T03:05:00+00:00,8.6e-07,87.07,5992839334.5676985,5937355304.796648,758008393.5415783,"[1787367900000, null, null, 8.6e-07, 87.07, null, null, 5992839334.5676985, 5937355304.796648, null, null, 758008393.5415783]"
1787375100000,2026-08-22T05:05:00+00:00,8.6e-07,87.19,5993644073.109951,5938016799.550623,748336117.4134729,"[1787375100000, null, null, 8.6e-07, 87.19, null, null, 5993644073.109951, 5938016799.550623, null, null, 748336117.4134729]"
1787378700000,2026-08-22T06:05:00+00:00,8.6e-07,87.41,5991729609.625013,5936098410.857916,747822448.9490238,"[1787378700000, null, null, 8.6e-07, 87.41, null, null, 5991729609.625013, 5936098410.857916, null, null, 747822448.9490238]"
1787382300000,2026-08-22T07:05:00+00:00,8.6e-07,87.65,5992022544.067142,5936371815.794261,748424842.9871442,"[1787382300000, null, null, 8.6e-07, 87.65, null, null, 5992022544.067142, 5936371815.794261, null, null, 748424842.9871442]"
1787385900000,2026-08-22T08:05:00+00:00,8.6e-07,88.43,5992069171.671129,5936026401.4416275,742578880.0856156,"[1787385900000, null, null, 8.6e-07, 88.43, null, null, 5992069171.671129, 5936026401.4416275, null, null, 742578880.0856156]"
1787389500000,2026-08-22T09:05:00+00:00,8.6e-07,88.57,5991350780.513941,5935509362.074847,755722317.932741,"[1787389500000, null, null, 8.6e-07, 88.57, null, null, 5991350780.513941, 5935509362.074847, null, null, 755722317.932741]"
1787393100000,2026-08-22T10:05:00+00:00,8.6e-07,89.01,5990518586.448898,5934760777.835557,758348578.5009248,"[1787393100000, null, null, 8.6e-07, 89.01, null, null, 5990518586.448898, 5934760777.835557, null, null, 758348578.5009248]"
1787396700000,2026-08-22T11:05:00+00:00,8.6e-07,89.04,5991028214.991843,5935267823.621867,761257241.2854042,"[1787396700000, null, null, 8.6e-07, 89.04, null, null, 5991028214.991843, 5935267823.621867, null, null, 761257241.2854042]"
1787400300000,2026-08-22T12:05:00+00:00,8.6e-07,89.09,5991176438.401821,5935213886.17889,762979477.3967007,"[1787400300000, null, null, 8.6e-07, 89.09, null, null, 5991176438.401821, 5935213886.17889, null, null, 762979477.3967007]"
1787403900000,2026-08-22T13:05:00+00:00,8.6e-07,89.13,5990677861.932048,5934619450.033049,764473202.559573,"[1787403900000, null, null, 8.6e-07, 89.13, null, null, 5990677861.932048, 5934619450.033049, null, null, 764473202.559573]"
1787407500000,2026-08-22T14:05:00+00:00,8.6e-07,89.22,5990827356.765947,5934754884.334086,765027963.9542528,"[1787407500000, null, null, 8.6e-07, 89.22, null, null, 5990827356.765947, 5934754884.334086, null, null, 765027963.9542528]"
1787411100000,2026-08-22T15:05:00+00:00,8.6e-07,89.31,5990731529.627305,5934619275.03864,763366745.7187662,"[1787411100000, null, null, 8.6e-07, 89.31, null, null, 5990731529.627305, 5934619275.03864, null, null, 763366745.7187662]"
1787414700000,2026-08-22T16:05:00+00:00,8.5e-07,89.4,5990794751.735765,5934818780.170979,763401691.7468952,"[1787414700000, null, null, 8.5e-07, 89.4, null, null, 5990794751.735765, 5934818780.170979, null, null, 763401691.7468952]"
1787418300000,2026-08-22T17:05:00+00:00,8.6e-07,89.61,5989881685.606562,5933859327.341908,765718448.6939332,"[1787418300000, null, null, 8.6e-07, 89.61, null, null, 5989881685.606562, 5933859327.341908, null, null, 765718448.6939332]"
1787425500000,2026-08-22T19:05:00+00:00,8.5e-07,89.81,5990273170.338693,5934289150.203066,765910590.1480169,"[1787425500000, null, null, 8.5e-07, 89.81, null, null, 5990273170.338693, 5934289150.203066, null, null, 765910590.1480169]"
1787429100000,2026-08-22T20:05:00+00:00,8.5e-07,90.59,5990400381.753632,5934950489.405068,767024934.7543025,"[1787429100000, null, null, 8.5e-07, 90.59, null, null, 5990400381.753632, 5934950489.405068, null, null, 767024934.7543025]"
1787432700000,2026-08-22T21:05:00+00:00,8.5e-07,90.59,5990289673.0657,5935283024.183653,766335525.143281,"[1787432700000, null, null, 8.5e-07, 90.59, null, null, 5990289673.0657, 5935283024.183653, null, null, 766335525.143281]"
