mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1778285100000,2026-05-09T00:05:00+00:00,1.15e-06,95.94,5297573062.42111,5275915007.050874,192756605.0946617,"[1778285100000, null, null, 1.15e-06, 95.94, null, null, 5297573062.42111, 5275915007.050874, null, null, 192756605.0946617]"
1778306700000,2026-05-09T06:05:00+00:00,1.15e-06,95.89,5302087401.086076,5276978753.786707,198468517.88991693,"[1778306700000, null, null, 1.15e-06, 95.89, null, null, 5302087401.086076, 5276978753.786707, null, null, 198468517.88991693]"
1778313900000,2026-05-09T08:05:00+00:00,1.15e-06,95.64,5364250776.231823,5176799936.691208,148008883.730544,"[1778313900000, null, null, 1.15e-06, 95.64, null, null, 5364250776.231823, 5176799936.691208, null, null, 148008883.730544]"
1778324700000,2026-05-09T11:05:00+00:00,1.15e-06,95.86,5340073779.614604,5177472637.469675,159554346.80045223,"[1778324700000, null, null, 1.15e-06, 95.86, null, null, 5340073779.614604, 5177472637.469675, null, null, 159554346.80045223]"
1778328300000,2026-05-09T12:05:00+00:00,1.15e-06,95.88,5338055683.019547,5176107744.765992,159090520.9934207,"[1778328300000, null, null, 1.15e-06, 95.88, null, null, 5338055683.019547, 5176107744.765992, null, null, 159090520.9934207]"
1778339100000,2026-05-09T15:05:00+00:00,1.14e-06,95.66,5320286543.82139,5271961246.123591,188097168.12092352,"[1778339100000, null, null, 1.14e-06, 95.66, null, null, 5320286543.82139, 5271961246.123591, null, null, 188097168.12092352]"
1778342700000,2026-05-09T16:05:00+00:00,1.14e-06,95.84,5317312756.237183,5268946497.006872,194751778.46109286,"[1778342700000, null, null, 1.14e-06, 95.84, null, null, 5317312756.237183, 5268946497.006872, null, null, 194751778.46109286]"
1778346300000,2026-05-09T17:05:00+00:00,1.14e-06,95.82,5290571275.432647,5243230299.862473,217023575.37827095,"[1778346300000, null, null, 1.14e-06, 95.82, null, null, 5290571275.432647, 5243230299.862473, null, null, 217023575.37827095]"
1778349900000,2026-05-09T18:05:00+00:00,1.14e-06,96.04,5289158821.095773,5242261909.968402,232791896.78580546,"[1778349900000, null, null, 1.14e-06, 96.04, null, null, 5289158821.095773, 5242261909.968402, null, null, 232791896.78580546]"
1778357100000,2026-05-09T20:05:00+00:00,1.14e-06,95.66,5290736152.982742,5244523109.183937,232758659.3357561,"[1778357100000, null, null, 1.14e-06, 95.66, null, null, 5290736152.982742, 5244523109.183937, null, null, 232758659.3357561]"
1778360700000,2026-05-09T21:05:00+00:00,1.14e-06,94.96,5290842215.54636,5245968086.50611,229196688.58813563,"[1778360700000, null, null, 1.14e-06, 94.96, null, null, 5290842215.54636, 5245968086.50611, null, null, 229196688.58813563]"
1778367900000,2026-05-09T23:05:00+00:00,1.15e-06,95,5275816085.088356,5232762112.243572,253186337.22208947,"[1778367900000, null, null, 1.15e-06, 95, null, null, 5275816085.088356, 5232762112.243572, null, null, 253186337.22208947]"
