mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1786932300000,2026-08-17T02:05:00+00:00,8.8e-07,87.27,5948531892.923745,5909880591.546097,737220072.7407445,"[1786932300000, null, null, 8.8e-07, 87.27, null, null, 5948531892.923745, 5909880591.546097, null, null, 737220072.7407445]"
1786935900000,2026-08-17T03:05:00+00:00,8.8e-07,87.71,5947708771.152663,5908969525.871854,740356473.5140796,"[1786935900000, null, null, 8.8e-07, 87.71, null, null, 5947708771.152663, 5908969525.871854, null, null, 740356473.5140796]"
1786943100000,2026-08-17T05:05:00+00:00,8.8e-07,87.69,5948393411.427623,5909680265.249934,740388283.9776618,"[1786943100000, null, null, 8.8e-07, 87.69, null, null, 5948393411.427623, 5909680265.249934, null, null, 740388283.9776618]"
1786946700000,2026-08-17T06:05:00+00:00,8.8e-07,87.6,5948007003.051874,5909140817.35313,741284693.297641,"[1786946700000, null, null, 8.8e-07, 87.6, null, null, 5948007003.051874, 5909140817.35313, null, null, 741284693.297641]"
1786950300000,2026-08-17T07:05:00+00:00,8.8e-07,87.72,5946599502.25664,5907759055.328654,742625245.8550259,"[1786950300000, null, null, 8.8e-07, 87.72, null, null, 5946599502.25664, 5907759055.328654, null, null, 742625245.8550259]"
1786953900000,2026-08-17T08:05:00+00:00,8.8e-07,87.8,5946656217.335262,5907733106.19702,740022829.2660204,"[1786953900000, null, null, 8.8e-07, 87.8, null, null, 5946656217.335262, 5907733106.19702, null, null, 740022829.2660204]"
1786957500000,2026-08-17T09:05:00+00:00,8.8e-07,87.15,5946446080.88494,5907688484.941405,732695113.6247586,"[1786957500000, null, null, 8.8e-07, 87.15, null, null, 5946446080.88494, 5907688484.941405, null, null, 732695113.6247586]"
1786961100000,2026-08-17T10:05:00+00:00,8.8e-07,87.5,5946265615.298973,5907505631.793176,733779488.8888727,"[1786961100000, null, null, 8.8e-07, 87.5, null, null, 5946265615.298973, 5907505631.793176, null, null, 733779488.8888727]"
1786964700000,2026-08-17T11:05:00+00:00,8.8e-07,87.61,5947216573.572156,5907171919.992588,739942183.8008972,"[1786964700000, null, null, 8.8e-07, 87.61, null, null, 5947216573.572156, 5907171919.992588, null, null, 739942183.8008972]"
1786968300000,2026-08-17T12:05:00+00:00,8.8e-07,86.97,5942288717.152742,5902954765.088328,740549112.607014,"[1786968300000, null, null, 8.8e-07, 86.97, null, null, 5942288717.152742, 5902954765.088328, null, null, 740549112.607014]"
1786971900000,2026-08-17T13:05:00+00:00,8.8e-07,87.5,5942838371.49523,5902780297.91972,746972788.8756279,"[1786971900000, null, null, 8.8e-07, 87.5, null, null, 5942838371.49523, 5902780297.91972, null, null, 746972788.8756279]"
1786975500000,2026-08-17T14:05:00+00:00,8.8e-07,87.75,5939717859.095862,5900389360.255246,746374240.2793666,"[1786975500000, null, null, 8.8e-07, 87.75, null, null, 5939717859.095862, 5900389360.255246, null, null, 746374240.2793666]"
1786979100000,2026-08-17T15:05:00+00:00,8.8e-07,87.95,5939383187.005322,5899712064.064779,750537193.7031126,"[1786979100000, null, null, 8.8e-07, 87.95, null, null, 5939383187.005322, 5899712064.064779, null, null, 750537193.7031126]"
1786986300000,2026-08-17T17:05:00+00:00,8.8e-07,86.87,5941960972.434181,5901751107.148564,749144267.0236979,"[1786986300000, null, null, 8.8e-07, 86.87, null, null, 5941960972.434181, 5901751107.148564, null, null, 749144267.0236979]"
1786989900000,2026-08-17T18:05:00+00:00,8.8e-07,86.97,5952010471.210853,5902739589.94151,742397466.4005564,"[1786989900000, null, null, 8.8e-07, 86.97, null, null, 5952010471.210853, 5902739589.94151, null, null, 742397466.4005564]"
1786993500000,2026-08-17T19:05:00+00:00,8.8e-07,87.21,5938761150.238622,5890631621.279353,750553008.633714,"[1786993500000, null, null, 8.8e-07, 87.21, null, null, 5938761150.238622, 5890631621.279353, null, null, 750553008.633714]"
1786997100000,2026-08-17T20:05:00+00:00,8.8e-07,87.14,5939105012.446753,5890423768.246609,758804865.0572971,"[1786997100000, null, null, 8.8e-07, 87.14, null, null, 5939105012.446753, 5890423768.246609, null, null, 758804865.0572971]"
1787000700000,2026-08-17T21:05:00+00:00,8.8e-07,87.49,5938195518.631671,5889321846.210492,760075292.8558192,"[1787000700000, null, null, 8.8e-07, 87.49, null, null, 5938195518.631671, 5889321846.210492, null, null, 760075292.8558192]"
1787004300000,2026-08-17T22:05:00+00:00,8.8e-07,86.86,5939610564.46993,5890043725.496414,758844225.1452166,"[1787004300000, null, null, 8.8e-07, 86.86, null, null, 5939610564.46993, 5890043725.496414, null, null, 758844225.1452166]"
