mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1786752300000,2026-08-15T00:05:00+00:00,8.9e-07,89.42,6012748311.671885,5982178614.819,712904046.7624085,"[1786752300000, null, null, 8.9e-07, 89.42, null, null, 6012748311.671885, 5982178614.819, null, null, 712904046.7624085]"
1786763100000,2026-08-15T03:05:00+00:00,8.9e-07,89.35,6011952774.616751,5981238658.485441,715355290.7196817,"[1786763100000, null, null, 8.9e-07, 89.35, null, null, 6011952774.616751, 5981238658.485441, null, null, 715355290.7196817]"
1786766700000,2026-08-15T04:05:00+00:00,8.9e-07,89.03,6012421742.752931,5981354681.827867,716487831.6667708,"[1786766700000, null, null, 8.9e-07, 89.03, null, null, 6012421742.752931, 5981354681.827867, null, null, 716487831.6667708]"
1786770300000,2026-08-15T05:05:00+00:00,8.9e-07,88.76,6011974438.74847,5981875812.938254,715119061.4909652,"[1786770300000, null, null, 8.9e-07, 88.76, null, null, 6011974438.74847, 5981875812.938254, null, null, 715119061.4909652]"
1786773900000,2026-08-15T06:05:00+00:00,8.9e-07,88.84,6011553947.5344095,5981472913.188976,716515339.3568568,"[1786773900000, null, null, 8.9e-07, 88.84, null, null, 6011553947.5344095, 5981472913.188976, null, null, 716515339.3568568]"
1786777500000,2026-08-15T07:05:00+00:00,8.9e-07,89.15,6011470329.577898,5980518616.362965,716953403.7872452,"[1786777500000, null, null, 8.9e-07, 89.15, null, null, 6011470329.577898, 5980518616.362965, null, null, 716953403.7872452]"
1786781100000,2026-08-15T08:05:00+00:00,8.9e-07,88.65,6013260483.250792,5983150269.883991,713378375.8662797,"[1786781100000, null, null, 8.9e-07, 88.65, null, null, 6013260483.250792, 5983150269.883991, null, null, 713378375.8662797]"
1786784700000,2026-08-15T09:05:00+00:00,8.9e-07,88.79,6012844334.807389,5982635601.56003,714442910.0763338,"[1786784700000, null, null, 8.9e-07, 88.79, null, null, 6012844334.807389, 5982635601.56003, null, null, 714442910.0763338]"
1786788300000,2026-08-15T10:05:00+00:00,8.9e-07,89.09,6007527849.8539715,5964790325.20281,723534014.8588692,"[1786788300000, null, null, 8.9e-07, 89.09, null, null, 6007527849.8539715, 5964790325.20281, null, null, 723534014.8588692]"
1786791900000,2026-08-15T11:05:00+00:00,8.9e-07,89.29,6006742126.828666,5963959521.241801,725043660.1864567,"[1786791900000, null, null, 8.9e-07, 89.29, null, null, 6006742126.828666, 5963959521.241801, null, null, 725043660.1864567]"
1786795500000,2026-08-15T12:05:00+00:00,8.9e-07,89.43,6008169035.289395,5964065505.399699,727742996.0183239,"[1786795500000, null, null, 8.9e-07, 89.43, null, null, 6008169035.289395, 5964065505.399699, null, null, 727742996.0183239]"
1786799100000,2026-08-15T13:05:00+00:00,8.9e-07,89.37,5999154591.307794,5933498925.329781,734514532.2287517,"[1786799100000, null, null, 8.9e-07, 89.37, null, null, 5999154591.307794, 5933498925.329781, null, null, 734514532.2287517]"
1786802700000,2026-08-15T14:05:00+00:00,8.8e-07,89.13,6001330270.649762,5937200998.23957,735993703.1257555,"[1786802700000, null, null, 8.8e-07, 89.13, null, null, 6001330270.649762, 5937200998.23957, null, null, 735993703.1257555]"
