mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1783127100000,2026-07-04T01:05:00+00:00,1.02e-06,82.5,5963037332.1008835,5917374436.833741,414520689.97580105,"[1783127100000, null, null, 1.02e-06, 82.5, null, null, 5963037332.1008835, 5917374436.833741, null, null, 414520689.97580105]"
1783148700000,2026-07-04T07:05:00+00:00,1.02e-06,81.84,5898403760.745725,5852975938.30481,431706281.7131949,"[1783148700000, null, null, 1.02e-06, 81.84, null, null, 5898403760.745725, 5852975938.30481, null, null, 431706281.7131949]"
1783163100000,2026-07-04T11:05:00+00:00,1.02e-06,81.13,5986822539.153379,5914635311.562394,364033612.2454628,"[1783163100000, null, null, 1.02e-06, 81.13, null, null, 5986822539.153379, 5914635311.562394, null, null, 364033612.2454628]"
1783166700000,2026-07-04T12:05:00+00:00,1.02e-06,80.58,5987670133.635376,5915707138.020454,363431283.0853028,"[1783166700000, null, null, 1.02e-06, 80.58, null, null, 5987670133.635376, 5915707138.020454, null, null, 363431283.0853028]"
1783177500000,2026-07-04T15:05:00+00:00,1.02e-06,80.4,5986423138.37875,5917128689.593407,355454209.1090517,"[1783177500000, null, null, 1.02e-06, 80.4, null, null, 5986423138.37875, 5917128689.593407, null, null, 355454209.1090517]"
1783181100000,2026-07-04T16:05:00+00:00,1.02e-06,80.7,5968694698.118295,5899477407.165579,363724635.7847433,"[1783181100000, null, null, 1.02e-06, 80.7, null, null, 5968694698.118295, 5899477407.165579, null, null, 363724635.7847433]"
1783184700000,2026-07-04T17:05:00+00:00,1.02e-06,80.71,5984253756.49991,5913399165.819929,360740822.45798016,"[1783184700000, null, null, 1.02e-06, 80.71, null, null, 5984253756.49991, 5913399165.819929, null, null, 360740822.45798016]"
1783188300000,2026-07-04T18:05:00+00:00,1.02e-06,80.38,5983768894.79968,5912907247.707362,364558183.2013157,"[1783188300000, null, null, 1.02e-06, 80.38, null, null, 5983768894.79968, 5912907247.707362, null, null, 364558183.2013157]"
1783195500000,2026-07-04T20:05:00+00:00,1.02e-06,80.44,5982317557.403719,5911353291.992885,366731971.73582834,"[1783195500000, null, null, 1.02e-06, 80.44, null, null, 5982317557.403719, 5911353291.992885, null, null, 366731971.73582834]"
1783199100000,2026-07-04T21:05:00+00:00,1.02e-06,80.34,5967441364.4090805,5896460614.1262865,366819318.5964306,"[1783199100000, null, null, 1.02e-06, 80.34, null, null, 5967441364.4090805, 5896460614.1262865, null, null, 366819318.5964306]"
