mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1775351100000,2026-04-05T01:05:00+00:00,1.28e-06,99.11,5948932925.402157,5767027954.674442,311668055.8977726,"[1775351100000, null, null, 1.28e-06, 99.11, null, null, 5948932925.402157, 5767027954.674442, null, null, 311668055.8977726]"
1775361900000,2026-04-05T04:05:00+00:00,1.28e-06,98.4,5935051814.9778,5756001864.037453,333523428.98234314,"[1775361900000, null, null, 1.28e-06, 98.4, null, null, 5935051814.9778, 5756001864.037453, null, null, 333523428.98234314]"
1775376300000,2026-04-05T08:05:00+00:00,1.29e-06,99.07,5851722141.270754,5772553088.376333,377993740.6178541,"[1775376300000, null, null, 1.29e-06, 99.07, null, null, 5851722141.270754, 5772553088.376333, null, null, 377993740.6178541]"
1775383500000,2026-04-05T10:05:00+00:00,1.29e-06,99.53,5832215347.076618,5752586351.427212,432560246.8079401,"[1775383500000, null, null, 1.29e-06, 99.53, null, null, 5832215347.076618, 5752586351.427212, null, null, 432560246.8079401]"
1775387100000,2026-04-05T11:05:00+00:00,1.29e-06,98.92,5835760418.472019,5756453971.052607,420582694.52200556,"[1775387100000, null, null, 1.29e-06, 98.92, null, null, 5835760418.472019, 5756453971.052607, null, null, 420582694.52200556]"
1775390700000,2026-04-05T12:05:00+00:00,1.29e-06,98.39,5843501899.296582,5764197060.927666,415444671.99533623,"[1775390700000, null, null, 1.29e-06, 98.39, null, null, 5843501899.296582, 5764197060.927666, null, null, 415444671.99533623]"
1775394300000,2026-04-05T13:05:00+00:00,1.29e-06,99.45,5832662944.374279,5753296403.243553,409035578.98174274,"[1775394300000, null, null, 1.29e-06, 99.45, null, null, 5832662944.374279, 5753296403.243553, null, null, 409035578.98174274]"
1775397900000,2026-04-05T14:05:00+00:00,1.29e-06,99.51,5838747974.469696,5759539009.565766,408881058.03367287,"[1775397900000, null, null, 1.29e-06, 99.51, null, null, 5838747974.469696, 5759539009.565766, null, null, 408881058.03367287]"
1775401500000,2026-04-05T15:05:00+00:00,1.29e-06,99.48,5843992599.61372,5764360854.50237,421067065.81182706,"[1775401500000, null, null, 1.29e-06, 99.48, null, null, 5843992599.61372, 5764360854.50237, null, null, 421067065.81182706]"
1775405100000,2026-04-05T16:05:00+00:00,1.28e-06,98.37,5822415865.460254,5774846050.068851,427882236.6033582,"[1775405100000, null, null, 1.28e-06, 98.37, null, null, 5822415865.460254, 5774846050.068851, null, null, 427882236.6033582]"
1775408700000,2026-04-05T17:05:00+00:00,1.29e-06,101.78,5815437382.941124,5767980384.794543,443946697.3231632,"[1775408700000, null, null, 1.29e-06, 101.78, null, null, 5815437382.941124, 5767980384.794543, null, null, 443946697.3231632]"
1775412300000,2026-04-05T18:05:00+00:00,1.28e-06,100.96,5819087027.541192,5771609251.955779,444301900.4449023,"[1775412300000, null, null, 1.28e-06, 100.96, null, null, 5819087027.541192, 5771609251.955779, null, null, 444301900.4449023]"
