mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1787022300000,2026-08-18T03:05:00+00:00,8.8e-07,86.85,5949114053.682621,5889803421.727239,789046402.6746854,"[1787022300000, null, null, 8.8e-07, 86.85, null, null, 5949114053.682621, 5889803421.727239, null, null, 789046402.6746854]"
1787029500000,2026-08-18T05:05:00+00:00,8.8e-07,86.83,5948320922.559344,5890459738.072374,789696524.6725687,"[1787029500000, null, null, 8.8e-07, 86.83, null, null, 5948320922.559344, 5890459738.072374, null, null, 789696524.6725687]"
1787036700000,2026-08-18T07:05:00+00:00,8.8e-07,86.68,5949485368.672473,5891619193.86216,789941524.0543104,"[1787036700000, null, null, 8.8e-07, 86.68, null, null, 5949485368.672473, 5891619193.86216, null, null, 789941524.0543104]"
1787043900000,2026-08-18T09:05:00+00:00,8.8e-07,86.75,5949274690.332252,5891404594.92724,790330845.3846482,"[1787043900000, null, null, 8.8e-07, 86.75, null, null, 5949274690.332252, 5891404594.92724, null, null, 790330845.3846482]"
1787047500000,2026-08-18T10:05:00+00:00,8.8e-07,86.7,5948985017.771682,5891106566.858348,789567136.8806077,"[1787047500000, null, null, 8.8e-07, 86.7, null, null, 5948985017.771682, 5891106566.858348, null, null, 789567136.8806077]"
1787051100000,2026-08-18T11:05:00+00:00,8.8e-07,86.79,5984657049.270183,5800320893.970785,778467821.2977736,"[1787051100000, null, null, 8.8e-07, 86.79, null, null, 5984657049.270183, 5800320893.970785, null, null, 778467821.2977736]"
1787054700000,2026-08-18T12:05:00+00:00,8.8e-07,86.88,5983384013.383472,5887147788.534856,790432682.0030607,"[1787054700000, null, null, 8.8e-07, 86.88, null, null, 5983384013.383472, 5887147788.534856, null, null, 790432682.0030607]"
1787058300000,2026-08-18T13:05:00+00:00,8.8e-07,86.93,5961797927.70793,5914150230.577812,799519835.1995466,"[1787058300000, null, null, 8.8e-07, 86.93, null, null, 5961797927.70793, 5914150230.577812, null, null, 799519835.1995466]"
1787061900000,2026-08-18T14:05:00+00:00,8.8e-07,87.33,5969294478.005352,5910446915.231318,795224003.200582,"[1787061900000, null, null, 8.8e-07, 87.33, null, null, 5969294478.005352, 5910446915.231318, null, null, 795224003.200582]"
1787065500000,2026-08-18T15:05:00+00:00,8.8e-07,86.03,6051446368.615985,6005126668.64779,740719910.2340074,"[1787065500000, null, null, 8.8e-07, 86.03, null, null, 6051446368.615985, 6005126668.64779, null, null, 740719910.2340074]"
1787069100000,2026-08-18T16:05:00+00:00,8.8e-07,86.14,6050584225.491732,6004186109.189412,737952950.3034769,"[1787069100000, null, null, 8.8e-07, 86.14, null, null, 6050584225.491732, 6004186109.189412, null, null, 737952950.3034769]"
