mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1775264700000,2026-04-04T01:05:00+00:00,1.28e-06,100.93,5805501733.025469,5802126745.482196,432748025.2464272,"[1775264700000, null, null, 1.28e-06, 100.93, null, null, 5805501733.025469, 5802126745.482196, null, null, 432748025.2464272]"
1775279100000,2026-04-04T05:05:00+00:00,1.28e-06,101.37,5798743271.16033,5795494990.468554,437359407.440469,"[1775279100000, null, null, 1.28e-06, 101.37, null, null, 5798743271.16033, 5795494990.468554, null, null, 437359407.440469]"
1775282700000,2026-04-04T06:05:00+00:00,1.28e-06,100.89,5806466740.545649,5803335956.518973,432875638.24642557,"[1775282700000, null, null, 1.28e-06, 100.89, null, null, 5806466740.545649, 5803335956.518973, null, null, 432875638.24642557]"
1775286300000,2026-04-04T07:05:00+00:00,1.28e-06,101.45,5800785567.496598,5797520600.834466,438246718.47973156,"[1775286300000, null, null, 1.28e-06, 101.45, null, null, 5800785567.496598, 5797520600.834466, null, null, 438246718.47973156]"
1775293500000,2026-04-04T09:05:00+00:00,1.28e-06,101.2,5803725365.148863,5800623419.515195,436471468.09618646,"[1775293500000, null, null, 1.28e-06, 101.2, null, null, 5803725365.148863, 5800623419.515195, null, null, 436471468.09618646]"
1775297100000,2026-04-04T10:05:00+00:00,1.28e-06,101.3,5803423014.335463,5800348046.253847,438163415.3923072,"[1775297100000, null, null, 1.28e-06, 101.3, null, null, 5803423014.335463, 5800348046.253847, null, null, 438163415.3923072]"
1775300700000,2026-04-04T11:05:00+00:00,1.28e-06,101.01,5798512149.613745,5795439575.625869,448638175.72101367,"[1775300700000, null, null, 1.28e-06, 101.01, null, null, 5798512149.613745, 5795439575.625869, null, null, 448638175.72101367]"
1775307900000,2026-04-04T13:05:00+00:00,1.28e-06,100.93,5797953098.400186,5794898088.923232,470374262.3790895,"[1775307900000, null, null, 1.28e-06, 100.93, null, null, 5797953098.400186, 5794898088.923232, null, null, 470374262.3790895]"
1775322300000,2026-04-04T17:05:00+00:00,1.28e-06,101.27,5798272978.404829,5795200520.379022,471184267.1377438,"[1775322300000, null, null, 1.28e-06, 101.27, null, null, 5798272978.404829, 5795200520.379022, null, null, 471184267.1377438]"
1775325900000,2026-04-04T18:05:00+00:00,1.28e-06,100.82,5791790994.161613,5791391239.851571,473127603.79723173,"[1775325900000, null, null, 1.28e-06, 100.82, null, null, 5791790994.161613, 5791391239.851571, null, null, 473127603.79723173]"
1775333100000,2026-04-04T20:05:00+00:00,1.28e-06,98.55,5792667242.357719,5792227658.618651,458902040.35649794,"[1775333100000, null, null, 1.28e-06, 98.55, null, null, 5792667242.357719, 5792227658.618651, null, null, 458902040.35649794]"
1775336700000,2026-04-04T21:05:00+00:00,1.28e-06,99.65,5791728680.505442,5791268038.825748,462219414.449669,"[1775336700000, null, null, 1.28e-06, 99.65, null, null, 5791728680.505442, 5791268038.825748, null, null, 462219414.449669]"
1775340300000,2026-04-04T22:05:00+00:00,1.28e-06,99.75,5792612603.799701,5792174973.8298855,475530669.15454894,"[1775340300000, null, null, 1.28e-06, 99.75, null, null, 5792612603.799701, 5792174973.8298855, null, null, 475530669.15454894]"
1775343900000,2026-04-04T23:05:00+00:00,1.28e-06,97.77,5789730688.637054,5789288160.421413,461074905.0181222,"[1775343900000, null, null, 1.28e-06, 97.77, null, null, 5789730688.637054, 5789288160.421413, null, null, 461074905.0181222]"
