mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1786421100000,2026-08-11T04:05:00+00:00,9e-07,88.34,6048729888.19969,5964617921.245062,592782384.1219407,"[1786421100000, null, null, 9e-07, 88.34, null, null, 6048729888.19969, 5964617921.245062, null, null, 592782384.1219407]"
1786424700000,2026-08-11T05:05:00+00:00,9e-07,88.26,6049284430.715717,5965338742.95227,591916162.9629691,"[1786424700000, null, null, 9e-07, 88.26, null, null, 6049284430.715717, 5965338742.95227, null, null, 591916162.9629691]"
1786428300000,2026-08-11T06:05:00+00:00,9e-07,88.1,6048040877.546674,5964175598.55047,591554756.4587097,"[1786428300000, null, null, 9e-07, 88.1, null, null, 6048040877.546674, 5964175598.55047, null, null, 591554756.4587097]"
1786431900000,2026-08-11T07:05:00+00:00,9e-07,88.38,6048652608.259963,5964783847.893043,600447258.3971659,"[1786431900000, null, null, 9e-07, 88.38, null, null, 6048652608.259963, 5964783847.893043, null, null, 600447258.3971659]"
1786435500000,2026-08-11T08:05:00+00:00,9e-07,88.18,6047448506.349259,5963552793.712951,599992656.1642631,"[1786435500000, null, null, 9e-07, 88.18, null, null, 6047448506.349259, 5963552793.712951, null, null, 599992656.1642631]"
1786439100000,2026-08-11T09:05:00+00:00,9e-07,88.4,6005882781.176446,5921998221.992191,607492140.8209969,"[1786439100000, null, null, 9e-07, 88.4, null, null, 6005882781.176446, 5921998221.992191, null, null, 607492140.8209969]"
1786442700000,2026-08-11T10:05:00+00:00,9e-07,88.46,6003030755.093555,5919041100.768267,613811517.5825117,"[1786442700000, null, null, 9e-07, 88.46, null, null, 6003030755.093555, 5919041100.768267, null, null, 613811517.5825117]"
1786446300000,2026-08-11T11:05:00+00:00,9e-07,88.54,6002978319.339225,5918962315.147766,614342101.4953241,"[1786446300000, null, null, 9e-07, 88.54, null, null, 6002978319.339225, 5918962315.147766, null, null, 614342101.4953241]"
1786460700000,2026-08-11T15:05:00+00:00,9e-07,88.3,5978845710.570815,5922797491.218125,607356269.6729333,"[1786460700000, null, null, 9e-07, 88.3, null, null, 5978845710.570815, 5922797491.218125, null, null, 607356269.6729333]"
1786464300000,2026-08-11T16:05:00+00:00,9e-07,86.75,6012338019.603142,5973260842.647731,511229833.34469414,"[1786464300000, null, null, 9e-07, 86.75, null, null, 6012338019.603142, 5973260842.647731, null, null, 511229833.34469414]"
1786467900000,2026-08-11T17:05:00+00:00,9e-07,87.35,6013215211.8563175,5964098386.068853,520620534.33042085,"[1786467900000, null, null, 9e-07, 87.35, null, null, 6013215211.8563175, 5964098386.068853, null, null, 520620534.33042085]"
1786475100000,2026-08-11T19:05:00+00:00,9e-07,87.79,6021185450.751474,5962844786.927764,522312836.930719,"[1786475100000, null, null, 9e-07, 87.79, null, null, 6021185450.751474, 5962844786.927764, null, null, 522312836.930719]"
1786485900000,2026-08-11T22:05:00+00:00,8.9e-07,88.17,6020731314.984843,5953265372.987793,525312793.65343565,"[1786485900000, null, null, 8.9e-07, 88.17, null, null, 6020731314.984843, 5953265372.987793, null, null, 525312793.65343565]"
1786489500000,2026-08-11T23:05:00+00:00,8.9e-07,88.08,6020939659.231584,5953422833.24696,524635407.4395779,"[1786489500000, null, null, 8.9e-07, 88.08, null, null, 6020939659.231584, 5953422833.24696, null, null, 524635407.4395779]"
