mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1777179900000,2026-04-26T05:05:00+00:00,1.18e-06,94.73,5373140467.898787,5370151317.45189,383514561.79516476,"[1777179900000, null, null, 1.18e-06, 94.73, null, null, 5373140467.898787, 5370151317.45189, null, null, 383514561.79516476]"
1777187100000,2026-04-26T07:05:00+00:00,1.18e-06,94.66,5373544242.985702,5362721732.631348,365806533.2398507,"[1777187100000, null, null, 1.18e-06, 94.66, null, null, 5373544242.985702, 5362721732.631348, null, null, 365806533.2398507]"
1777190700000,2026-04-26T08:05:00+00:00,1.18e-06,94.2,5473823864.245083,5378948633.306377,329253417.2800697,"[1777190700000, null, null, 1.18e-06, 94.2, null, null, 5473823864.245083, 5378948633.306377, null, null, 329253417.2800697]"
1777194300000,2026-04-26T09:05:00+00:00,1.18e-06,94.42,5473129089.458318,5378242778.537446,335241628.1198948,"[1777194300000, null, null, 1.18e-06, 94.42, null, null, 5473129089.458318, 5378242778.537446, null, null, 335241628.1198948]"
1777197900000,2026-04-26T10:05:00+00:00,1.18e-06,94.36,5473194179.654527,5378391786.281437,333856219.82189494,"[1777197900000, null, null, 1.18e-06, 94.36, null, null, 5473194179.654527, 5378391786.281437, null, null, 333856219.82189494]"
1777205100000,2026-04-26T12:05:00+00:00,1.18e-06,94.62,5472946417.183274,5378091545.2808,336091213.6811224,"[1777205100000, null, null, 1.18e-06, 94.62, null, null, 5472946417.183274, 5378091545.2808, null, null, 336091213.6811224]"
1777212300000,2026-04-26T14:05:00+00:00,1.18e-06,96.29,5429878961.797652,5283545559.8283205,346656082.55076474,"[1777212300000, null, null, 1.18e-06, 96.29, null, null, 5429878961.797652, 5283545559.8283205, null, null, 346656082.55076474]"
1777215900000,2026-04-26T15:05:00+00:00,1.18e-06,96.24,5416645780.098099,5270285349.323899,359842699.9041238,"[1777215900000, null, null, 1.18e-06, 96.24, null, null, 5416645780.098099, 5270285349.323899, null, null, 359842699.9041238]"
1777223100000,2026-04-26T17:05:00+00:00,1.18e-06,96.54,5366877572.771223,5220675521.578034,407630020.15823555,"[1777223100000, null, null, 1.18e-06, 96.54, null, null, 5366877572.771223, 5220675521.578034, null, null, 407630020.15823555]"
1777226700000,2026-04-26T18:05:00+00:00,1.18e-06,95.24,5367463033.259567,5221875597.206126,407261845.88518405,"[1777226700000, null, null, 1.18e-06, 95.24, null, null, 5367463033.259567, 5221875597.206126, null, null, 407261845.88518405]"
1777230300000,2026-04-26T19:05:00+00:00,1.18e-06,95.13,5367288138.755427,4967754992.337322,401132932.7687354,"[1777230300000, null, null, 1.18e-06, 95.13, null, null, 5367288138.755427, 4967754992.337322, null, null, 401132932.7687354]"
