mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1785629100000,2026-08-02T00:05:00+00:00,9.5e-07,84.3,6025760180.762586,5919142829.748011,679667265.8460559,"[1785629100000, null, null, 9.5e-07, 84.3, null, null, 6025760180.762586, 5919142829.748011, null, null, 679667265.8460559]"
1785650700000,2026-08-02T06:05:00+00:00,9.5e-07,83.69,6031305096.982962,5916170299.558937,699030250.2504637,"[1785650700000, null, null, 9.5e-07, 83.69, null, null, 6031305096.982962, 5916170299.558937, null, null, 699030250.2504637]"
1785665100000,2026-08-02T10:05:00+00:00,9.5e-07,84.6,6041251806.163677,5922562340.806575,700180086.901945,"[1785665100000, null, null, 9.5e-07, 84.6, null, null, 6041251806.163677, 5922562340.806575, null, null, 700180086.901945]"
1785679500000,2026-08-02T14:05:00+00:00,9.5e-07,85.49,6043200261.527458,5917064309.595601,697925890.982513,"[1785679500000, null, null, 9.5e-07, 85.49, null, null, 6043200261.527458, 5917064309.595601, null, null, 697925890.982513]"
1785683100000,2026-08-02T15:05:00+00:00,9.5e-07,85.41,6039122353.220838,5913293003.943004,701776589.0948676,"[1785683100000, null, null, 9.5e-07, 85.41, null, null, 6039122353.220838, 5913293003.943004, null, null, 701776589.0948676]"
1785686700000,2026-08-02T16:05:00+00:00,9.5e-07,85.7,6048330631.995797,5913369481.652432,703022194.9093511,"[1785686700000, null, null, 9.5e-07, 85.7, null, null, 6048330631.995797, 5913369481.652432, null, null, 703022194.9093511]"
1785690300000,2026-08-02T17:05:00+00:00,9.5e-07,85.63,6048323666.194988,5914106440.141247,703543913.8204204,"[1785690300000, null, null, 9.5e-07, 85.63, null, null, 6048323666.194988, 5914106440.141247, null, null, 703543913.8204204]"
1785693900000,2026-08-02T18:05:00+00:00,9.5e-07,85.77,6046869926.032699,5912516414.68008,706470516.741811,"[1785693900000, null, null, 9.5e-07, 85.77, null, null, 6046869926.032699, 5912516414.68008, null, null, 706470516.741811]"
1785697500000,2026-08-02T19:05:00+00:00,9.5e-07,86.83,6063295282.361446,5977041837.763033,696428215.2468761,"[1785697500000, null, null, 9.5e-07, 86.83, null, null, 6063295282.361446, 5977041837.763033, null, null, 696428215.2468761]"
1785701100000,2026-08-02T20:05:00+00:00,9.5e-07,86.7,6062317991.917593,5975889995.08084,698332570.9810712,"[1785701100000, null, null, 9.5e-07, 86.7, null, null, 6062317991.917593, 5975889995.08084, null, null, 698332570.9810712]"
1785704700000,2026-08-02T21:05:00+00:00,9.5e-07,87.11,6058948754.054819,5973641390.214814,700846424.4736403,"[1785704700000, null, null, 9.5e-07, 87.11, null, null, 6058948754.054819, 5973641390.214814, null, null, 700846424.4736403]"
1785708300000,2026-08-02T22:05:00+00:00,9.5e-07,87.5,6053911577.332823,5969703000.453077,703994319.3995125,"[1785708300000, null, null, 9.5e-07, 87.5, null, null, 6053911577.332823, 5969703000.453077, null, null, 703994319.3995125]"
