mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1777079100000,2026-04-25T01:05:00+00:00,1.18e-06,96.09,5398618113.203512,5382335125.5103,347114920.03409314,"[1777079100000, null, null, 1.18e-06, 96.09, null, null, 5398618113.203512, 5382335125.5103, null, null, 347114920.03409314]"
1777089900000,2026-04-25T04:05:00+00:00,1.18e-06,95.05,5398012724.307483,5381714588.856633,345520467.70990145,"[1777089900000, null, null, 1.18e-06, 95.05, null, null, 5398012724.307483, 5381714588.856633, null, null, 345520467.70990145]"
1777104300000,2026-04-25T08:05:00+00:00,1.19e-06,94.94,5313424548.977492,5297087045.598225,418186548.17025346,"[1777104300000, null, null, 1.19e-06, 94.94, null, null, 5313424548.977492, 5297087045.598225, null, null, 418186548.17025346]"
1777107900000,2026-04-25T09:05:00+00:00,1.19e-06,95.05,5312952213.254937,5296656675.336953,421622601.25912833,"[1777107900000, null, null, 1.19e-06, 95.05, null, null, 5312952213.254937, 5296656675.336953, null, null, 421622601.25912833]"
1777115100000,2026-04-25T11:05:00+00:00,1.19e-06,95.22,5313052217.542773,5296743317.405676,424568143.6439456,"[1777115100000, null, null, 1.19e-06, 95.22, null, null, 5313052217.542773, 5296743317.405676, null, null, 424568143.6439456]"
1777122300000,2026-04-25T13:05:00+00:00,1.19e-06,95.41,5313256039.991961,5296959977.980212,419236823.8255766,"[1777122300000, null, null, 1.19e-06, 95.41, null, null, 5313256039.991961, 5296959977.980212, null, null, 419236823.8255766]"
1777125900000,2026-04-25T14:05:00+00:00,1.2e-06,95.63,5296453180.222922,5280132180.504847,456672822.969316,"[1777125900000, null, null, 1.2e-06, 95.63, null, null, 5296453180.222922, 5280132180.504847, null, null, 456672822.969316]"
1777133100000,2026-04-25T16:05:00+00:00,1.2e-06,97.32,5292851347.043494,5277852022.380353,462058563.77748793,"[1777133100000, null, null, 1.2e-06, 97.32, null, null, 5292851347.043494, 5277852022.380353, null, null, 462058563.77748793]"
1777140300000,2026-04-25T18:05:00+00:00,1.2e-06,97.22,5294206949.964309,5278823709.277636,458049328.5717575,"[1777140300000, null, null, 1.2e-06, 97.22, null, null, 5294206949.964309, 5278823709.277636, null, null, 458049328.5717575]"
1777143900000,2026-04-25T19:05:00+00:00,1.2e-06,97.2,5294355563.336053,5279312767.951095,459406189.35569155,"[1777143900000, null, null, 1.2e-06, 97.2, null, null, 5294355563.336053, 5279312767.951095, null, null, 459406189.35569155]"
1777147500000,2026-04-25T20:05:00+00:00,1.2e-06,97.25,5293426965.952946,5278192771.224057,459462761.99186397,"[1777147500000, null, null, 1.2e-06, 97.25, null, null, 5293426965.952946, 5278192771.224057, null, null, 459462761.99186397]"
1777154700000,2026-04-25T22:05:00+00:00,1.2e-06,97.17,5295320042.266819,5279049021.18683,457247825.0142725,"[1777154700000, null, null, 1.2e-06, 97.17, null, null, 5295320042.266819, 5279049021.18683, null, null, 457247825.0142725]"
1777158300000,2026-04-25T23:05:00+00:00,1.2e-06,97.49,5293226249.143858,5276779412.285815,458483547.7821205,"[1777158300000, null, null, 1.2e-06, 97.49, null, null, 5293226249.143858, 5276779412.285815, null, null, 458483547.7821205]"
