mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1787619900000,2026-08-25T01:05:00+00:00,8.5e-07,88.9,5981823864.242785,5953429197.688379,715819924.8781967,"[1787619900000, null, null, 8.5e-07, 88.9, null, null, 5981823864.242785, 5953429197.688379, null, null, 715819924.8781967]"
1787627100000,2026-08-25T03:05:00+00:00,8.5e-07,89.12,5974312701.697749,5948613594.805548,718757025.1965854,"[1787627100000, null, null, 8.5e-07, 89.12, null, null, 5974312701.697749, 5948613594.805548, null, null, 718757025.1965854]"
1787630700000,2026-08-25T04:05:00+00:00,8.5e-07,88.85,5978230010.278071,5951607824.04922,716925203.8818462,"[1787630700000, null, null, 8.5e-07, 88.85, null, null, 5978230010.278071, 5951607824.04922, null, null, 716925203.8818462]"
1787634300000,2026-08-25T05:05:00+00:00,8.5e-07,88.88,5976713989.129804,5950343856.591506,719235291.971363,"[1787634300000, null, null, 8.5e-07, 88.88, null, null, 5976713989.129804, 5950343856.591506, null, null, 719235291.971363]"
1787637900000,2026-08-25T06:05:00+00:00,8.5e-07,88.8,5980444877.801661,5953961769.765766,720540948.5351185,"[1787637900000, null, null, 8.5e-07, 88.8, null, null, 5980444877.801661, 5953961769.765766, null, null, 720540948.5351185]"
1787641500000,2026-08-25T07:05:00+00:00,8.5e-07,88.77,5982017026.12755,5956543045.869836,716657207.0476357,"[1787641500000, null, null, 8.5e-07, 88.77, null, null, 5982017026.12755, 5956543045.869836, null, null, 716657207.0476357]"
1787645100000,2026-08-25T08:05:00+00:00,8.5e-07,89.08,5979896541.381118,5953891616.4872465,719893603.9981792,"[1787645100000, null, null, 8.5e-07, 89.08, null, null, 5979896541.381118, 5953891616.4872465, null, null, 719893603.9981792]"
1787648700000,2026-08-25T09:05:00+00:00,8.5e-07,88.93,5984276499.783523,5956787228.834805,716744165.8241435,"[1787648700000, null, null, 8.5e-07, 88.93, null, null, 5984276499.783523, 5956787228.834805, null, null, 716744165.8241435]"
1787652300000,2026-08-25T10:05:00+00:00,8.5e-07,90.33,5988895179.585121,5945083206.593444,705644049.4476792,"[1787652300000, null, null, 8.5e-07, 90.33, null, null, 5988895179.585121, 5945083206.593444, null, null, 705644049.4476792]"
1787655900000,2026-08-25T11:05:00+00:00,8.5e-07,90.39,5989121376.184556,5944674915.887077,711046551.2877903,"[1787655900000, null, null, 8.5e-07, 90.39, null, null, 5989121376.184556, 5944674915.887077, null, null, 711046551.2877903]"
1787666700000,2026-08-25T14:05:00+00:00,8.5e-07,90.45,5984595333.55386,5940092891.513506,714574970.4640468,"[1787666700000, null, null, 8.5e-07, 90.45, null, null, 5984595333.55386, 5940092891.513506, null, null, 714574970.4640468]"
1787670300000,2026-08-25T15:05:00+00:00,8.5e-07,90.34,5983421639.406389,5939415945.535432,714468769.0449367,"[1787670300000, null, null, 8.5e-07, 90.34, null, null, 5983421639.406389, 5939415945.535432, null, null, 714468769.0449367]"
1787673900000,2026-08-25T16:05:00+00:00,8.5e-07,91.09,5979614338.928798,5936014440.789389,721459073.3358604,"[1787673900000, null, null, 8.5e-07, 91.09, null, null, 5979614338.928798, 5936014440.789389, null, null, 721459073.3358604]"
1787677500000,2026-08-25T17:05:00+00:00,8.5e-07,89.56,5987139523.917395,5946504621.7870245,713591330.5450121,"[1787677500000, null, null, 8.5e-07, 89.56, null, null, 5987139523.917395, 5946504621.7870245, null, null, 713591330.5450121]"
1787681100000,2026-08-25T18:05:00+00:00,8.5e-07,89.26,5911969482.889336,5871305314.2533045,719690710.123963,"[1787681100000, null, null, 8.5e-07, 89.26, null, null, 5911969482.889336, 5871305314.2533045, null, null, 719690710.123963]"
1787684700000,2026-08-25T19:05:00+00:00,8.5e-07,88.85,5943478907.217886,5925945573.56416,680465647.7455368,"[1787684700000, null, null, 8.5e-07, 88.85, null, null, 5943478907.217886, 5925945573.56416, null, null, 680465647.7455368]"
1787688300000,2026-08-25T20:05:00+00:00,8.5e-07,89.29,5938348477.3105135,5920511901.7213335,763272573.7554022,"[1787688300000, null, null, 8.5e-07, 89.29, null, null, 5938348477.3105135, 5920511901.7213335, null, null, 763272573.7554022]"
