mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1787097900000,2026-08-19T00:05:00+00:00,8.8e-07,88.75,6039600541.12654,5952729789.880565,750000174.8315161,"[1787097900000, null, null, 8.8e-07, 88.75, null, null, 6039600541.12654, 5952729789.880565, null, null, 750000174.8315161]"
1787108700000,2026-08-19T03:05:00+00:00,8.8e-07,89.3,6039191701.113525,5952293449.300243,749578471.1642746,"[1787108700000, null, null, 8.8e-07, 89.3, null, null, 6039191701.113525, 5952293449.300243, null, null, 749578471.1642746]"
1787112300000,2026-08-19T04:05:00+00:00,8.8e-07,89.24,6053604344.23539,5952584862.479254,750427403.3992842,"[1787112300000, null, null, 8.8e-07, 89.24, null, null, 6053604344.23539, 5952584862.479254, null, null, 750427403.3992842]"
1787115900000,2026-08-19T05:05:00+00:00,8.8e-07,89.3,6053407131.005521,5952050942.729992,751412359.9097966,"[1787115900000, null, null, 8.8e-07, 89.3, null, null, 6053407131.005521, 5952050942.729992, null, null, 751412359.9097966]"
1787119500000,2026-08-19T06:05:00+00:00,8.8e-07,89.35,6053878848.119877,5953239113.029091,746306785.9983599,"[1787119500000, null, null, 8.8e-07, 89.35, null, null, 6053878848.119877, 5953239113.029091, null, null, 746306785.9983599]"
1787123100000,2026-08-19T07:05:00+00:00,8.8e-07,88.81,6057527424.847184,5952727527.690777,746090734.8040475,"[1787123100000, null, null, 8.8e-07, 88.81, null, null, 6057527424.847184, 5952727527.690777, null, null, 746090734.8040475]"
1787126700000,2026-08-19T08:05:00+00:00,8.8e-07,88.77,6059083036.847085,5953856184.1611395,746544280.3459761,"[1787126700000, null, null, 8.8e-07, 88.77, null, null, 6059083036.847085, 5953856184.1611395, null, null, 746544280.3459761]"
1787130300000,2026-08-19T09:05:00+00:00,8.8e-07,88.79,6059027783.516913,5953749142.695073,747414278.2847594,"[1787130300000, null, null, 8.8e-07, 88.79, null, null, 6059027783.516913, 5953749142.695073, null, null, 747414278.2847594]"
1787133900000,2026-08-19T10:05:00+00:00,8.8e-07,88.79,6057692303.927782,5952751031.828371,746715589.0594625,"[1787133900000, null, null, 8.8e-07, 88.79, null, null, 6057692303.927782, 5952751031.828371, null, null, 746715589.0594625]"
1787137500000,2026-08-19T11:05:00+00:00,8.8e-07,89.02,6022629128.769225,5982687269.145371,747589138.3771234,"[1787137500000, null, null, 8.8e-07, 89.02, null, null, 6022629128.769225, 5982687269.145371, null, null, 747589138.3771234]"
1787141100000,2026-08-19T12:05:00+00:00,8.7e-07,89.68,6037330508.559107,6001772754.135502,760733321.7202464,"[1787141100000, null, null, 8.7e-07, 89.68, null, null, 6037330508.559107, 6001772754.135502, null, null, 760733321.7202464]"
1787144700000,2026-08-19T13:05:00+00:00,8.7e-07,89.92,6065119272.207388,5936760213.705603,747029015.9050292,"[1787144700000, null, null, 8.7e-07, 89.92, null, null, 6065119272.207388, 5936760213.705603, null, null, 747029015.9050292]"
