mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1785114300000,2026-07-27T01:05:00+00:00,9.6e-07,82.49,6032526901.817665,6005408631.404805,615756286.3638232,"[1785114300000, null, null, 9.6e-07, 82.49, null, null, 6032526901.817665, 6005408631.404805, null, null, 615756286.3638232]"
1785139500000,2026-07-27T08:05:00+00:00,9.6e-07,82.29,6043849176.471567,6007071147.546822,546818607.9508356,"[1785139500000, null, null, 9.6e-07, 82.29, null, null, 6043849176.471567, 6007071147.546822, null, null, 546818607.9508356]"
