mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1786845900000,2026-08-16T02:05:00+00:00,8.8e-07,88.2,5968028484.445672,5894634375.86714,773291062.8792601,"[1786845900000, null, null, 8.8e-07, 88.2, null, null, 5968028484.445672, 5894634375.86714, null, null, 773291062.8792601]"
1786849500000,2026-08-16T03:05:00+00:00,8.8e-07,87.92,5968296985.508236,5895146319.619029,770123945.2010353,"[1786849500000, null, null, 8.8e-07, 87.92, null, null, 5968296985.508236, 5895146319.619029, null, null, 770123945.2010353]"
1786853100000,2026-08-16T04:05:00+00:00,8.8e-07,88.39,5968945041.052169,5894676357.601744,772072101.5133423,"[1786853100000, null, null, 8.8e-07, 88.39, null, null, 5968945041.052169, 5894676357.601744, null, null, 772072101.5133423]"
1786856700000,2026-08-16T05:05:00+00:00,8.8e-07,87.54,5969142737.456952,5895732414.453467,762137940.4576406,"[1786856700000, null, null, 8.8e-07, 87.54, null, null, 5969142737.456952, 5895732414.453467, null, null, 762137940.4576406]"
1786860300000,2026-08-16T06:05:00+00:00,8.8e-07,87.91,5954791216.780792,5895382173.664689,773495877.5210181,"[1786860300000, null, null, 8.8e-07, 87.91, null, null, 5954791216.780792, 5895382173.664689, null, null, 773495877.5210181]"
1786867500000,2026-08-16T08:05:00+00:00,8.8e-07,88.06,5955235827.277678,5897064886.002326,774090435.3411388,"[1786867500000, null, null, 8.8e-07, 88.06, null, null, 5955235827.277678, 5897064886.002326, null, null, 774090435.3411388]"
1786871100000,2026-08-16T09:05:00+00:00,8.8e-07,87.85,5954369668.254219,5895102586.482296,773274506.3392142,"[1786871100000, null, null, 8.8e-07, 87.85, null, null, 5954369668.254219, 5895102586.482296, null, null, 773274506.3392142]"
1786874700000,2026-08-16T10:05:00+00:00,8.8e-07,87.73,5954671319.121961,5896335706.422355,774322463.7652826,"[1786874700000, null, null, 8.8e-07, 87.73, null, null, 5954671319.121961, 5896335706.422355, null, null, 774322463.7652826]"
1786878300000,2026-08-16T11:05:00+00:00,8.8e-07,87.63,5964917597.805039,5896399772.462853,775619183.5570989,"[1786878300000, null, null, 8.8e-07, 87.63, null, null, 5964917597.805039, 5896399772.462853, null, null, 775619183.5570989]"
1786881900000,2026-08-16T12:05:00+00:00,8.8e-07,86.64,5977185671.005515,5956969584.198365,741575960.9813957,"[1786881900000, null, null, 8.8e-07, 86.64, null, null, 5977185671.005515, 5956969584.198365, null, null, 741575960.9813957]"
1786885500000,2026-08-16T13:05:00+00:00,8.8e-07,86.98,5972694553.395437,5952238548.4093485,744959871.4920942,"[1786885500000, null, null, 8.8e-07, 86.98, null, null, 5972694553.395437, 5952238548.4093485, null, null, 744959871.4920942]"
1786889100000,2026-08-16T14:05:00+00:00,8.8e-07,86.76,6032707760.222398,6005533955.3678465,652622102.8350731,"[1786889100000, null, null, 8.8e-07, 86.76, null, null, 6032707760.222398, 6005533955.3678465, null, null, 652622102.8350731]"
1786892700000,2026-08-16T15:05:00+00:00,8.8e-07,86.98,6038321913.575057,5999220887.776353,666304144.2367946,"[1786892700000, null, null, 8.8e-07, 86.98, null, null, 6038321913.575057, 5999220887.776353, null, null, 666304144.2367946]"
1786896300000,2026-08-16T16:05:00+00:00,8.8e-07,86.86,5983889009.099118,5945033919.736603,701949275.4447824,"[1786896300000, null, null, 8.8e-07, 86.86, null, null, 5983889009.099118, 5945033919.736603, null, null, 701949275.4447824]"
1786899900000,2026-08-16T17:05:00+00:00,8.8e-07,86.59,5962290919.872803,5923528531.708332,706397234.2236179,"[1786899900000, null, null, 8.8e-07, 86.59, null, null, 5962290919.872803, 5923528531.708332, null, null, 706397234.2236179]"
1786903500000,2026-08-16T18:05:00+00:00,8.8e-07,86.97,5956796922.467312,5918216362.099854,725775628.2366543,"[1786903500000, null, null, 8.8e-07, 86.97, null, null, 5956796922.467312, 5918216362.099854, null, null, 725775628.2366543]"
1786907100000,2026-08-16T19:05:00+00:00,8.8e-07,86.84,5949597083.596199,5910977618.855096,733944957.9744835,"[1786907100000, null, null, 8.8e-07, 86.84, null, null, 5949597083.596199, 5910977618.855096, null, null, 733944957.9744835]"
