mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1787702700000,2026-08-26T00:05:00+00:00,8.5e-07,89.09,5941144369.567967,5923562892.728941,764157741.8360162,"[1787702700000, null, null, 8.5e-07, 89.09, null, null, 5941144369.567967, 5923562892.728941, null, null, 764157741.8360162]"
1787709900000,2026-08-26T02:05:00+00:00,8.5e-07,88.66,5941815853.631969,5923043508.207418,762559266.0319269,"[1787709900000, null, null, 8.5e-07, 88.66, null, null, 5941815853.631969, 5923043508.207418, null, null, 762559266.0319269]"
1787713500000,2026-08-26T03:05:00+00:00,8.5e-07,88.65,5943831427.496159,5924680268.268407,761930855.5344504,"[1787713500000, null, null, 8.5e-07, 88.65, null, null, 5943831427.496159, 5924680268.268407, null, null, 761930855.5344504]"
1787720700000,2026-08-26T05:05:00+00:00,8.5e-07,88.67,5943574554.397158,5924231576.869853,761626306.244122,"[1787720700000, null, null, 8.5e-07, 88.67, null, null, 5943574554.397158, 5924231576.869853, null, null, 761626306.244122]"
1787724300000,2026-08-26T06:05:00+00:00,8.5e-07,88.7,5943658150.761011,5924449203.845629,751444378.5562859,"[1787724300000, null, null, 8.5e-07, 88.7, null, null, 5943658150.761011, 5924449203.845629, null, null, 751444378.5562859]"
1787727900000,2026-08-26T07:05:00+00:00,8.5e-07,88.61,5943998099.464121,5924712380.17528,751908691.9848086,"[1787727900000, null, null, 8.5e-07, 88.61, null, null, 5943998099.464121, 5924712380.17528, null, null, 751908691.9848086]"
1787735100000,2026-08-26T09:05:00+00:00,8.5e-07,88.83,5945504929.281524,5925602404.313243,752942953.3344024,"[1787735100000, null, null, 8.5e-07, 88.83, null, null, 5945504929.281524, 5925602404.313243, null, null, 752942953.3344024]"
1787742300000,2026-08-26T11:05:00+00:00,8.5e-07,88.64,6095281273.93993,6007341167.818101,611851148.5206614,"[1787742300000, null, null, 8.5e-07, 88.64, null, null, 6095281273.93993, 6007341167.818101, null, null, 611851148.5206614]"
1787753100000,2026-08-26T14:05:00+00:00,8.5e-07,89.98,6004621611.821925,5967078587.984171,704255078.2306674,"[1787753100000, null, null, 8.5e-07, 89.98, null, null, 6004621611.821925, 5967078587.984171, null, null, 704255078.2306674]"
1787767500000,2026-08-26T18:05:00+00:00,8.5e-07,88.45,5936023572.996021,5894301529.205262,774397377.6046655,"[1787767500000, null, null, 8.5e-07, 88.45, null, null, 5936023572.996021, 5894301529.205262, null, null, 774397377.6046655]"
1787774700000,2026-08-26T20:05:00+00:00,8.5e-07,88.01,6011634354.848053,5985403114.847125,698980873.1282367,"[1787774700000, null, null, 8.5e-07, 88.01, null, null, 6011634354.848053, 5985403114.847125, null, null, 698980873.1282367]"
