mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1775869500000,2026-04-11T01:05:00+00:00,1.27e-06,94.95,5647169299.835165,5548215087.144731,478482432.10943943,"[1775869500000, null, null, 1.27e-06, 94.95, null, null, 5647169299.835165, 5548215087.144731, null, null, 478482432.10943943]"
1775883900000,2026-04-11T05:05:00+00:00,1.27e-06,95.66,5634640390.748979,5535695528.139791,494272936.469355,"[1775883900000, null, null, 1.27e-06, 95.66, null, null, 5634640390.748979, 5535695528.139791, null, null, 494272936.469355]"
1775887500000,2026-04-11T06:05:00+00:00,1.27e-06,95.86,5634678455.059277,5535696503.881326,493704089.6418449,"[1775887500000, null, null, 1.27e-06, 95.86, null, null, 5634678455.059277, 5535696503.881326, null, null, 493704089.6418449]"
1775891100000,2026-04-11T07:05:00+00:00,1.27e-06,96.24,5629498043.037698,5530476701.138889,500008329.7560801,"[1775891100000, null, null, 1.27e-06, 96.24, null, null, 5629498043.037698, 5530476701.138889, null, null, 500008329.7560801]"
1775898300000,2026-04-11T09:05:00+00:00,1.27e-06,96.61,5628857280.348143,5528993375.6493,497996046.6362057,"[1775898300000, null, null, 1.27e-06, 96.61, null, null, 5628857280.348143, 5528993375.6493, null, null, 497996046.6362057]"
1775905500000,2026-04-11T11:05:00+00:00,1.27e-06,95.99,5628459617.793425,5528199885.151725,503373586.6350804,"[1775905500000, null, null, 1.27e-06, 95.99, null, null, 5628459617.793425, 5528199885.151725, null, null, 503373586.6350804]"
1775912700000,2026-04-11T13:05:00+00:00,1.26e-06,93.78,5719176829.361908,5617600616.459767,394127711.6750053,"[1775912700000, null, null, 1.26e-06, 93.78, null, null, 5719176829.361908, 5617600616.459767, null, null, 394127711.6750053]"
1775919900000,2026-04-11T15:05:00+00:00,1.25e-06,94.84,5690024185.0041485,5549475718.767249,409053803.3644274,"[1775919900000, null, null, 1.25e-06, 94.84, null, null, 5690024185.0041485, 5549475718.767249, null, null, 409053803.3644274]"
1775923500000,2026-04-11T16:05:00+00:00,1.25e-06,95.27,5678308581.341349,5538209564.152253,420446168.7048018,"[1775923500000, null, null, 1.25e-06, 95.27, null, null, 5678308581.341349, 5538209564.152253, null, null, 420446168.7048018]"
1775927100000,2026-04-11T17:05:00+00:00,1.25e-06,94.81,5678115934.926326,5537971735.32204,418122711.30086315,"[1775927100000, null, null, 1.25e-06, 94.81, null, null, 5678115934.926326, 5537971735.32204, null, null, 418122711.30086315]"
1775934300000,2026-04-11T19:05:00+00:00,1.25e-06,95.24,5675364148.161901,5535388226.092973,420582559.1660665,"[1775934300000, null, null, 1.25e-06, 95.24, null, null, 5675364148.161901, 5535388226.092973, null, null, 420582559.1660665]"
1775937900000,2026-04-11T20:05:00+00:00,1.25e-06,95.18,5675106752.822021,5535125001.01598,421270153.60370207,"[1775937900000, null, null, 1.25e-06, 95.18, null, null, 5675106752.822021, 5535125001.01598, null, null, 421270153.60370207]"
1775941500000,2026-04-11T21:05:00+00:00,1.25e-06,95.72,5674476904.135608,5534481831.735963,422050995.3357114,"[1775941500000, null, null, 1.25e-06, 95.72, null, null, 5674476904.135608, 5534481831.735963, null, null, 422050995.3357114]"
1775945100000,2026-04-11T22:05:00+00:00,1.25e-06,95.82,5671206661.901076,5531254695.011432,428439837.4754632,"[1775945100000, null, null, 1.25e-06, 95.82, null, null, 5671206661.901076, 5531254695.011432, null, null, 428439837.4754632]"
1775948700000,2026-04-11T23:05:00+00:00,1.25e-06,93.02,5714867753.084829,5628706366.9959,379166393.96165496,"[1775948700000, null, null, 1.25e-06, 93.02, null, null, 5714867753.084829, 5628706366.9959, null, null, 379166393.96165496]"
