mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1787533500000,2026-08-24T01:05:00+00:00,8.5e-07,91.59,5963205373.545728,5908672742.50591,778562640.0498964,"[1787533500000, null, null, 8.5e-07, 91.59, null, null, 5963205373.545728, 5908672742.50591, null, null, 778562640.0498964]"
1787544300000,2026-08-24T04:05:00+00:00,8.5e-07,91.91,5961739593.272594,5907103111.546943,783348291.2414477,"[1787544300000, null, null, 8.5e-07, 91.91, null, null, 5961739593.272594, 5907103111.546943, null, null, 783348291.2414477]"
1787547900000,2026-08-24T05:05:00+00:00,8.5e-07,91.94,5961444739.142252,5906935368.854317,783831092.6592267,"[1787547900000, null, null, 8.5e-07, 91.94, null, null, 5961444739.142252, 5906935368.854317, null, null, 783831092.6592267]"
1787551500000,2026-08-24T06:05:00+00:00,8.5e-07,92.09,5959143208.625978,5904611409.154092,785931352.7260481,"[1787551500000, null, null, 8.5e-07, 92.09, null, null, 5959143208.625978, 5904611409.154092, null, null, 785931352.7260481]"
1787555100000,2026-08-24T07:05:00+00:00,8.5e-07,91.84,5962230220.989909,5907694267.270222,768530430.2568601,"[1787555100000, null, null, 8.5e-07, 91.84, null, null, 5962230220.989909, 5907694267.270222, null, null, 768530430.2568601]"
1787558700000,2026-08-24T08:05:00+00:00,8.5e-07,91.92,5937470588.483986,5882805611.307543,781029006.927456,"[1787558700000, null, null, 8.5e-07, 91.92, null, null, 5937470588.483986, 5882805611.307543, null, null, 781029006.927456]"
1787562300000,2026-08-24T09:05:00+00:00,8.5e-07,91.36,5940642440.449615,5885863611.327479,786998505.1529938,"[1787562300000, null, null, 8.5e-07, 91.36, null, null, 5940642440.449615, 5885863611.327479, null, null, 786998505.1529938]"
1787580300000,2026-08-24T14:05:00+00:00,8.5e-07,91.64,5941540602.625432,5830525790.075761,751151469.958399,"[1787580300000, null, null, 8.5e-07, 91.64, null, null, 5941540602.625432, 5830525790.075761, null, null, 751151469.958399]"
1787583900000,2026-08-24T15:05:00+00:00,8.5e-07,89.96,5971995873.43965,5947321414.043202,722468881.7581356,"[1787583900000, null, null, 8.5e-07, 89.96, null, null, 5971995873.43965, 5947321414.043202, null, null, 722468881.7581356]"
1787587500000,2026-08-24T16:05:00+00:00,8.5e-07,89.93,5975015348.758962,5950515957.875227,722972754.4031479,"[1787587500000, null, null, 8.5e-07, 89.93, null, null, 5975015348.758962, 5950515957.875227, null, null, 722972754.4031479]"
1787591100000,2026-08-24T17:05:00+00:00,8.5e-07,90.07,5972983162.963372,5948475337.469008,724513447.836576,"[1787591100000, null, null, 8.5e-07, 90.07, null, null, 5972983162.963372, 5948475337.469008, null, null, 724513447.836576]"
1787594700000,2026-08-24T18:05:00+00:00,8.5e-07,89.76,5978390606.151588,5954089095.728316,718173731.3715098,"[1787594700000, null, null, 8.5e-07, 89.76, null, null, 5978390606.151588, 5954089095.728316, null, null, 718173731.3715098]"
1787598300000,2026-08-24T19:05:00+00:00,8.5e-07,89.8,5977275352.085635,5952639227.867472,720830569.4675621,"[1787598300000, null, null, 8.5e-07, 89.8, null, null, 5977275352.085635, 5952639227.867472, null, null, 720830569.4675621]"
