mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1786158300000,2026-08-08T03:05:00+00:00,9.1e-07,88.96,6050300734.4217005,5984322403.61719,597461587.3636994,"[1786158300000, null, null, 9.1e-07, 88.96, null, null, 6050300734.4217005, 5984322403.61719, null, null, 597461587.3636994]"
1786161900000,2026-08-08T04:05:00+00:00,9.1e-07,88.72,6049043529.878568,5984289135.181291,597222738.0142908,"[1786161900000, null, null, 9.1e-07, 88.72, null, null, 6049043529.878568, 5984289135.181291, null, null, 597222738.0142908]"
1786165500000,2026-08-08T05:05:00+00:00,9.1e-07,88.82,6051573665.330751,5984604889.437316,596791097.6840625,"[1786165500000, null, null, 9.1e-07, 88.82, null, null, 6051573665.330751, 5984604889.437316, null, null, 596791097.6840625]"
1786169100000,2026-08-08T06:05:00+00:00,9.1e-07,88.68,6050332535.945603,5983658070.949701,597753868.0322777,"[1786169100000, null, null, 9.1e-07, 88.68, null, null, 6050332535.945603, 5983658070.949701, null, null, 597753868.0322777]"
1786172700000,2026-08-08T07:05:00+00:00,9.1e-07,88.9,6048041186.237257,5981534219.979712,600213380.5625721,"[1786172700000, null, null, 9.1e-07, 88.9, null, null, 6048041186.237257, 5981534219.979712, null, null, 600213380.5625721]"
1786176300000,2026-08-08T08:05:00+00:00,9.1e-07,88.84,6047398322.999815,5979762995.45746,600823053.274877,"[1786176300000, null, null, 9.1e-07, 88.84, null, null, 6047398322.999815, 5979762995.45746, null, null, 600823053.274877]"
1786179900000,2026-08-08T09:05:00+00:00,9.1e-07,88.02,6048265826.128789,5981426138.788968,598112017.6198311,"[1786179900000, null, null, 9.1e-07, 88.02, null, null, 6048265826.128789, 5981426138.788968, null, null, 598112017.6198311]"
1786194300000,2026-08-08T13:05:00+00:00,9.1e-07,88.73,6045738128.835281,5978813502.285348,600557202.1864128,"[1786194300000, null, null, 9.1e-07, 88.73, null, null, 6045738128.835281, 5978813502.285348, null, null, 600557202.1864128]"
1786197900000,2026-08-08T14:05:00+00:00,9.1e-07,88.61,6045230845.799408,5979720914.300535,602271275.3498306,"[1786197900000, null, null, 9.1e-07, 88.61, null, null, 6045230845.799408, 5979720914.300535, null, null, 602271275.3498306]"
1786201500000,2026-08-08T15:05:00+00:00,9.1e-07,88.82,6043629921.847535,5978473283.691146,605710295.6194636,"[1786201500000, null, null, 9.1e-07, 88.82, null, null, 6043629921.847535, 5978473283.691146, null, null, 605710295.6194636]"
1786208700000,2026-08-08T17:05:00+00:00,9.1e-07,88.8,6042192285.362826,5977051842.019597,607854556.6813753,"[1786208700000, null, null, 9.1e-07, 88.8, null, null, 6042192285.362826, 5977051842.019597, null, null, 607854556.6813753]"
1786215900000,2026-08-08T19:05:00+00:00,9.1e-07,88.72,6041779449.246801,5976531188.8166685,608741624.977879,"[1786215900000, null, null, 9.1e-07, 88.72, null, null, 6041779449.246801, 5976531188.8166685, null, null, 608741624.977879]"
1786226700000,2026-08-08T22:05:00+00:00,9.1e-07,88.57,6029146985.338281,5964040955.265719,611043342.4836093,"[1786226700000, null, null, 9.1e-07, 88.57, null, null, 6029146985.338281, 5964040955.265719, null, null, 611043342.4836093]"
