mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1775185500000,2026-04-03T03:05:00+00:00,1.28e-06,101.6,5840022470.077625,5723617662.04835,389132825.30847025,"[1775185500000, null, null, 1.28e-06, 101.6, null, null, 5840022470.077625, 5723617662.04835, null, null, 389132825.30847025]"
1775192700000,2026-04-03T05:05:00+00:00,1.28e-06,101.45,5837987176.858657,5721661151.158257,390116352.78009003,"[1775192700000, null, null, 1.28e-06, 101.45, null, null, 5837987176.858657, 5721661151.158257, null, null, 390116352.78009003]"
1775203500000,2026-04-03T08:05:00+00:00,1.28e-06,98.33,5816088742.26278,5730629504.289386,379124926.17111194,"[1775203500000, null, null, 1.28e-06, 98.33, null, null, 5816088742.26278, 5730629504.289386, null, null, 379124926.17111194]"
1775207100000,2026-04-03T09:05:00+00:00,1.28e-06,99.1,5819590765.140683,5734135866.642434,377312619.33074135,"[1775207100000, null, null, 1.28e-06, 99.1, null, null, 5819590765.140683, 5734135866.642434, null, null, 377312619.33074135]"
1775210700000,2026-04-03T10:05:00+00:00,1.28e-06,99.28,5825027678.365427,5739471996.084137,377900222.14537555,"[1775210700000, null, null, 1.28e-06, 99.28, null, null, 5825027678.365427, 5739471996.084137, null, null, 377900222.14537555]"
1775217900000,2026-04-03T12:05:00+00:00,1.28e-06,99.52,5809173324.493499,5720649104.362838,396230882.2238993,"[1775217900000, null, null, 1.28e-06, 99.52, null, null, 5809173324.493499, 5720649104.362838, null, null, 396230882.2238993]"
1775225100000,2026-04-03T14:05:00+00:00,1.28e-06,99.57,5803300868.50965,5714815120.842788,397168494.9986954,"[1775225100000, null, null, 1.28e-06, 99.57, null, null, 5803300868.50965, 5714815120.842788, null, null, 397168494.9986954]"
1775228700000,2026-04-03T15:05:00+00:00,1.28e-06,99.62,5800734754.219739,5712143615.511488,413664556.85049534,"[1775228700000, null, null, 1.28e-06, 99.62, null, null, 5800734754.219739, 5712143615.511488, null, null, 413664556.85049534]"
1775232300000,2026-04-03T16:05:00+00:00,1.28e-06,100.14,5823376679.556001,5731454716.489046,399673942.088407,"[1775232300000, null, null, 1.28e-06, 100.14, null, null, 5823376679.556001, 5731454716.489046, null, null, 399673942.088407]"
1775239500000,2026-04-03T18:05:00+00:00,1.28e-06,100.5,5816017636.745926,5724098456.301306,410952320.0549365,"[1775239500000, null, null, 1.28e-06, 100.5, null, null, 5816017636.745926, 5724098456.301306, null, null, 410952320.0549365]"
1775250300000,2026-04-03T21:05:00+00:00,1.28e-06,100.65,5811273078.19441,5722364974.985977,434558361.4891921,"[1775250300000, null, null, 1.28e-06, 100.65, null, null, 5811273078.19441, 5722364974.985977, null, null, 434558361.4891921]"
1775253900000,2026-04-03T22:05:00+00:00,1.28e-06,100.98,5810851692.433406,5722197676.78189,435657430.385574,"[1775253900000, null, null, 1.28e-06, 100.98, null, null, 5810851692.433406, 5722197676.78189, null, null, 435657430.385574]"
1775257500000,2026-04-03T23:05:00+00:00,1.28e-06,101.09,5798427997.390674,5709717550.125065,442471995.2172685,"[1775257500000, null, null, 1.28e-06, 101.09, null, null, 5798427997.390674, 5709717550.125065, null, null, 442471995.2172685]"
