mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1784937900000,2026-07-25T00:05:00+00:00,9.7e-07,85.57,6010755186.321647,6010154827.792121,585928300.3536596,"[1784937900000, null, null, 9.7e-07, 85.57, null, null, 6010755186.321647, 6010154827.792121, null, null, 585928300.3536596]"
1784959500000,2026-07-25T06:05:00+00:00,9.7e-07,85.19,6007633907.112283,6006971778.638614,583892410.0669632,"[1784959500000, null, null, 9.7e-07, 85.19, null, null, 6007633907.112283, 6006971778.638614, null, null, 583892410.0669632]"
1784966700000,2026-07-25T08:05:00+00:00,9.7e-07,85.23,6004172945.918393,6003552207.94955,589214168.136597,"[1784966700000, null, null, 9.7e-07, 85.23, null, null, 6004172945.918393, 6003552207.94955, null, null, 589214168.136597]"
1784977500000,2026-07-25T11:05:00+00:00,9.7e-07,85.37,6001598521.359263,6000974000.123579,621672417.1697934,"[1784977500000, null, null, 9.7e-07, 85.37, null, null, 6001598521.359263, 6000974000.123579, null, null, 621672417.1697934]"
1784981100000,2026-07-25T12:05:00+00:00,9.7e-07,85.26,6003043848.560442,6001974653.170185,621856496.7113583,"[1784981100000, null, null, 9.7e-07, 85.26, null, null, 6003043848.560442, 6001974653.170185, null, null, 621856496.7113583]"
1784991900000,2026-07-25T15:05:00+00:00,9.7e-07,86.15,5910659064.228833,5869323223.411781,730868958.3482107,"[1784991900000, null, null, 9.7e-07, 86.15, null, null, 5910659064.228833, 5869323223.411781, null, null, 730868958.3482107]"
1784995500000,2026-07-25T16:05:00+00:00,9.7e-07,85.91,5917888890.240039,5866661250.248909,738642782.9266329,"[1784995500000, null, null, 9.7e-07, 85.91, null, null, 5917888890.240039, 5866661250.248909, null, null, 738642782.9266329]"
1784999100000,2026-07-25T17:05:00+00:00,9.7e-07,86.2,5915024951.84234,5863734450.860335,736242974.3891275,"[1784999100000, null, null, 9.7e-07, 86.2, null, null, 5915024951.84234, 5863734450.860335, null, null, 736242974.3891275]"
1785002700000,2026-07-25T18:05:00+00:00,9.7e-07,86.31,5914513953.389134,5863230016.751932,738163281.327092,"[1785002700000, null, null, 9.7e-07, 86.31, null, null, 5914513953.389134, 5863230016.751932, null, null, 738163281.327092]"
1785006300000,2026-07-25T19:05:00+00:00,9.7e-07,86.02,5914502869.413294,5863217883.976332,738090602.3164778,"[1785006300000, null, null, 9.7e-07, 86.02, null, null, 5914502869.413294, 5863217883.976332, null, null, 738090602.3164778]"
1785009900000,2026-07-25T20:05:00+00:00,9.7e-07,86.01,5914017307.316501,5862741087.033215,740028800.7149726,"[1785009900000, null, null, 9.7e-07, 86.01, null, null, 5914017307.316501, 5862741087.033215, null, null, 740028800.7149726]"
1785013500000,2026-07-25T21:05:00+00:00,9.7e-07,86.09,5914045535.259185,5862769642.582524,740292015.084305,"[1785013500000, null, null, 9.7e-07, 86.09, null, null, 5914045535.259185, 5862769642.582524, null, null, 740292015.084305]"
