mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1787450700000,2026-08-23T02:05:00+00:00,8.5e-07,91.58,5988004307.292488,5932246032.186641,768324011.173319,"[1787450700000, null, null, 8.5e-07, 91.58, null, null, 5988004307.292488, 5932246032.186641, null, null, 768324011.173319]"
1787454300000,2026-08-23T03:05:00+00:00,8.5e-07,91.75,5989603825.151767,5934862236.298237,768350257.1646664,"[1787454300000, null, null, 8.5e-07, 91.75, null, null, 5989603825.151767, 5934862236.298237, null, null, 768350257.1646664]"
1787461500000,2026-08-23T05:05:00+00:00,8.5e-07,92.57,5989152818.724412,5934084828.197341,769699003.4136398,"[1787461500000, null, null, 8.5e-07, 92.57, null, null, 5989152818.724412, 5934084828.197341, null, null, 769699003.4136398]"
1787468700000,2026-08-23T07:05:00+00:00,8.5e-07,91.66,5990632875.335966,5935405381.391691,764768860.5113571,"[1787468700000, null, null, 8.5e-07, 91.66, null, null, 5990632875.335966, 5935405381.391691, null, null, 764768860.5113571]"
1787472300000,2026-08-23T08:05:00+00:00,8.5e-07,92.07,5988516031.431078,5933117138.011489,765497886.229948,"[1787472300000, null, null, 8.5e-07, 92.07, null, null, 5988516031.431078, 5933117138.011489, null, null, 765497886.229948]"
1787475900000,2026-08-23T09:05:00+00:00,8.5e-07,92.13,5988772030.468352,5933522815.120285,767512882.8926976,"[1787475900000, null, null, 8.5e-07, 92.13, null, null, 5988772030.468352, 5933522815.120285, null, null, 767512882.8926976]"
1787479500000,2026-08-23T10:05:00+00:00,8.5e-07,91.87,5991955547.352979,5936769796.9561205,766216788.132063,"[1787479500000, null, null, 8.5e-07, 91.87, null, null, 5991955547.352979, 5936769796.9561205, null, null, 766216788.132063]"
1787483100000,2026-08-23T11:05:00+00:00,8.5e-07,90.11,5991418988.507887,5936017515.268118,759155062.070447,"[1787483100000, null, null, 8.5e-07, 90.11, null, null, 5991418988.507887, 5936017515.268118, null, null, 759155062.070447]"
1787486700000,2026-08-23T12:05:00+00:00,8.5e-07,91.16,5989471108.045943,5932111093.344901,767761603.402778,"[1787486700000, null, null, 8.5e-07, 91.16, null, null, 5989471108.045943, 5932111093.344901, null, null, 767761603.402778]"
1787490300000,2026-08-23T13:05:00+00:00,8.5e-07,92.44,5990284158.95542,5933194692.730428,765894408.1909953,"[1787490300000, null, null, 8.5e-07, 92.44, null, null, 5990284158.95542, 5933194692.730428, null, null, 765894408.1909953]"
1787493900000,2026-08-23T14:05:00+00:00,8.5e-07,93,5989639736.006755,5933926000.7300005,764478413.2149982,"[1787493900000, null, null, 8.5e-07, 93, null, null, 5989639736.006755, 5933926000.7300005, null, null, 764478413.2149982]"
1787497500000,2026-08-23T15:05:00+00:00,8.5e-07,91.62,5991742965.849888,5934686705.435971,754739696.7862737,"[1787497500000, null, null, 8.5e-07, 91.62, null, null, 5991742965.849888, 5934686705.435971, null, null, 754739696.7862737]"
1787501100000,2026-08-23T16:05:00+00:00,8.5e-07,91.72,5988821702.521143,5934096923.225797,749162715.6334752,"[1787501100000, null, null, 8.5e-07, 91.72, null, null, 5988821702.521143, 5934096923.225797, null, null, 749162715.6334752]"
1787504700000,2026-08-23T17:05:00+00:00,8.5e-07,91.18,5991498246.983737,5936768006.507337,754823886.6996938,"[1787504700000, null, null, 8.5e-07, 91.18, null, null, 5991498246.983737, 5936768006.507337, null, null, 754823886.6996938]"
1787508300000,2026-08-23T18:05:00+00:00,8.5e-07,91.41,5989474185.962778,5932079207.473248,759979761.8413801,"[1787508300000, null, null, 8.5e-07, 91.41, null, null, 5989474185.962778, 5932079207.473248, null, null, 759979761.8413801]"
1787511900000,2026-08-23T19:05:00+00:00,8.5e-07,91.52,5965463683.054751,5910277784.098764,759602533.6142884,"[1787511900000, null, null, 8.5e-07, 91.52, null, null, 5965463683.054751, 5910277784.098764, null, null, 759602533.6142884]"
1787515500000,2026-08-23T20:05:00+00:00,8.5e-07,91.76,5962025239.92836,5906407063.675307,764984256.3608392,"[1787515500000, null, null, 8.5e-07, 91.76, null, null, 5962025239.92836, 5906407063.675307, null, null, 764984256.3608392]"
1787519100000,2026-08-23T21:05:00+00:00,8.5e-07,91.57,5964704125.214582,5909070651.622073,770235075.9630692,"[1787519100000, null, null, 8.5e-07, 91.57, null, null, 5964704125.214582, 5909070651.622073, null, null, 770235075.9630692]"
1787522700000,2026-08-23T22:05:00+00:00,8.5e-07,91.43,5963611738.566638,5907785311.203065,778278269.9744438,"[1787522700000, null, null, 8.5e-07, 91.43, null, null, 5963611738.566638, 5907785311.203065, null, null, 778278269.9744438]"
