mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1786061100000,2026-08-07T00:05:00+00:00,9.2e-07,90.47,6040122710.749287,5932568696.602566,633912562.4658593,"[1786061100000, null, null, 9.2e-07, 90.47, null, null, 6040122710.749287, 5932568696.602566, null, null, 633912562.4658593]"
1786071900000,2026-08-07T03:05:00+00:00,9.2e-07,90.08,6040896979.210613,5935171512.491465,631797869.348299,"[1786071900000, null, null, 9.2e-07, 90.08, null, null, 6040896979.210613, 5935171512.491465, null, null, 631797869.348299]"
1786079100000,2026-08-07T05:05:00+00:00,9.2e-07,90.41,6049440205.937152,5934754036.656001,632994819.0806197,"[1786079100000, null, null, 9.2e-07, 90.41, null, null, 6049440205.937152, 5934754036.656001, null, null, 632994819.0806197]"
1786082700000,2026-08-07T06:05:00+00:00,9.1e-07,89.64,6047403234.604983,5848723655.552531,595074161.2613968,"[1786082700000, null, null, 9.1e-07, 89.64, null, null, 6047403234.604983, 5848723655.552531, null, null, 595074161.2613968]"
1786097100000,2026-08-07T10:05:00+00:00,9.1e-07,90.07,6043539131.91842,5924511030.505816,598854113.1505474,"[1786097100000, null, null, 9.1e-07, 90.07, null, null, 6043539131.91842, 5924511030.505816, null, null, 598854113.1505474]"
1786100700000,2026-08-07T11:05:00+00:00,9.1e-07,89.98,6044487514.890751,5925266053.937332,588244244.641883,"[1786100700000, null, null, 9.1e-07, 89.98, null, null, 6044487514.890751, 5925266053.937332, null, null, 588244244.641883]"
1786107900000,2026-08-07T13:05:00+00:00,9.1e-07,89.9,6083963643.595931,5936313507.910685,557016000.4916295,"[1786107900000, null, null, 9.1e-07, 89.9, null, null, 6083963643.595931, 5936313507.910685, null, null, 557016000.4916295]"
1786111500000,2026-08-07T14:05:00+00:00,9.1e-07,90.16,6082901623.15205,5935232751.408204,560494647.0447091,"[1786111500000, null, null, 9.1e-07, 90.16, null, null, 6082901623.15205, 5935232751.408204, null, null, 560494647.0447091]"
1786115100000,2026-08-07T15:05:00+00:00,9.1e-07,89.33,6043319282.215341,5996661028.51446,587392529.3148499,"[1786115100000, null, null, 9.1e-07, 89.33, null, null, 6043319282.215341, 5996661028.51446, null, null, 587392529.3148499]"
1786118700000,2026-08-07T16:05:00+00:00,9.1e-07,89.38,6061144076.169421,5996335001.148713,575214235.1441855,"[1786118700000, null, null, 9.1e-07, 89.38, null, null, 6061144076.169421, 5996335001.148713, null, null, 575214235.1441855]"
