mts,ts_utc,frr,avg_period,funding_amount,funding_amount_used,funding_below_threshold,raw
1776222300000,2026-04-15T03:05:00+00:00,1.24e-06,95.11,5718180181.440847,5623553936.602143,494254510.63905346,"[1776222300000, null, null, 1.24e-06, 95.11, null, null, 5718180181.440847, 5623553936.602143, null, null, 494254510.63905346]"
1776236700000,2026-04-15T07:05:00+00:00,1.24e-06,95.22,5712769635.180293,5618987128.197919,495650883.74343705,"[1776236700000, null, null, 1.24e-06, 95.22, null, null, 5712769635.180293, 5618987128.197919, null, null, 495650883.74343705]"
1776251100000,2026-04-15T11:05:00+00:00,1.24e-06,95.48,5709770982.320718,5620204497.982468,528694578.1777218,"[1776251100000, null, null, 1.24e-06, 95.48, null, null, 5709770982.320718, 5620204497.982468, null, null, 528694578.1777218]"
1776254700000,2026-04-15T12:05:00+00:00,1.24e-06,95.47,5709891141.992582,5620539898.337719,530059637.13674164,"[1776254700000, null, null, 1.24e-06, 95.47, null, null, 5709891141.992582, 5620539898.337719, null, null, 530059637.13674164]"
1776265500000,2026-04-15T15:05:00+00:00,1.24e-06,96.6,5707314706.257227,5608978824.872955,526214500.87936777,"[1776265500000, null, null, 1.24e-06, 96.6, null, null, 5707314706.257227, 5608978824.872955, null, null, 526214500.87936777]"
1776269100000,2026-04-15T16:05:00+00:00,1.24e-06,96.6,5703017484.178112,5605319259.714823,530060713.26760167,"[1776269100000, null, null, 1.24e-06, 96.6, null, null, 5703017484.178112, 5605319259.714823, null, null, 530060713.26760167]"
1776272700000,2026-04-15T17:05:00+00:00,1.24e-06,98.88,5713144912.307132,5595646285.91388,518720444.83502936,"[1776272700000, null, null, 1.24e-06, 98.88, null, null, 5713144912.307132, 5595646285.91388, null, null, 518720444.83502936]"
1776276300000,2026-04-15T18:05:00+00:00,1.24e-06,99.41,5736034245.037304,5594025024.819087,482134853.7682072,"[1776276300000, null, null, 1.24e-06, 99.41, null, null, 5736034245.037304, 5594025024.819087, null, null, 482134853.7682072]"
1776283500000,2026-04-15T20:05:00+00:00,1.24e-06,97.13,5705941046.893949,5587238130.0005245,511930473.30017644,"[1776283500000, null, null, 1.24e-06, 97.13, null, null, 5705941046.893949, 5587238130.0005245, null, null, 511930473.30017644]"
1776287100000,2026-04-15T21:05:00+00:00,1.24e-06,96.73,5694370165.684864,5575232293.132765,527575629.76044786,"[1776287100000, null, null, 1.24e-06, 96.73, null, null, 5694370165.684864, 5575232293.132765, null, null, 527575629.76044786]"
1776290700000,2026-04-15T22:05:00+00:00,1.23e-06,96.73,5662056754.398118,5575734353.581645,529271742.3864793,"[1776290700000, null, null, 1.23e-06, 96.73, null, null, 5662056754.398118, 5575734353.581645, null, null, 529271742.3864793]"
